age_months,description,id,labels,location,primary_language,recorded_at,symbolic_logic
22,experience ,mostlyd9-aac5-4fa7-ab58-e7f97632224b,KnowledgeDomain:Infancy,_interaction,Zulu,2024-01-11 07:01:00,", tone"
9,S ,mostly6f-fb97-467a-896f-91f9249f79a8,KnowledgeDomain:Infancy,_sounds,Yoruba,2024-09-20 06:58:00,: 
22,neural_months,mostly4c-7106-47e9-8bcf-f3e58b132f98,KnowledgeDomain:Infancy,neural__language,Igbo,2024-05-07 05:45:00,"2024--1.3,10.5,-0.055,01.12,-000, thenT38,-0.5707,1.8,08-0.14"
9,}.T.,mostly32-0040-4b61-947d-f75566a82b10,KnowledgeDomain:Infancy,cultural_months,Igbo,2025-09-18 19:39:00,-
22,secure,mostly82-c5ee-4ef3-bdf3-d92ccb6c4a79,KnowledgeDomain:Infancy,primary_months,Zulu,2025-06-18 08:52:00, 
0,2025_or_months,mostly25-0582-41fd-92fc-ebe0d1dc38b6,KnowledgeDomain:Infancy,"“m0.57-0.57,-0.58.219,07.",Hausa,2024-07-17 11:26:00,location
22,auditoryorT_,mostly8b-c334-42af-89d4-ada1bafc5aa7,KnowledgeDomain:Infancy,2025 ,Hausa,2024-09-14 01:52:00,recorded_or 
2,words_or_{,mostly76-004c-4c8d-914b-5e5250135609,KnowledgeDomain:Infancy,auditory,Zulu,2024-12-12 06:11:00,infancy
2,", ",mostly6a-37a6-4973-bc45-9e59e5298bb7,KnowledgeDomain:Infancy,cultural_If,Yoruba,2025-07-28 13:16:00,"“omom,- language: "
14,"T,car.",mostly76-2f85-49a8-9ee6-1009ec01bd7d,KnowledgeDomain:Infancy,E,Igbo,2024-07-26 19:34:00,
6,Swahili,mostly94-73d4-4382-b929-bc1e29ef0538,KnowledgeDomain:Infancy,description,Yoruba,2025-04-18 13:05:00,neural 
16,"P,-0.2,00.,1.145,-.06.22,-0.0.",mostlyec-9ef3-40f1-8352-05d60dec9cda,KnowledgeDomain:Infancy,", {",Oromo,2024-11-01 05:47:00,", "
15,", ",mostlybd-21f1-4d70-ad78-c556e0df0a2d,KnowledgeDomain:Infancy,K ,Amharic,2025-03-10 19:04:00,", "
20,If{,mostly08-c884-4f49-a016-16eeb0769ba6,KnowledgeDomain:Infancy,locationd,Yoruba,2025-07-13 08:59:00,infancy
12,words__language,mostly27-e6a2-4150-9466-fd29409f477a,KnowledgeDomain:Infancy,Ifit drts.,Swahili,2025-06-07 23:34:00,recordedlogic: 
14,words_{,mostlye2-18ac-4d5d-804d-eaace9f574cc,KnowledgeDomain:Infancy,} ,Oromo,2025-04-06 03:17:00,2025 
24,", ",mostly99-8902-4780-9fdc-de82f52c4a04,KnowledgeDomain:Infancy,},Hausa,2024-10-28 23:20:00,2025
7,recorded_at,mostlyef-8940-44b0-be5e-a9df087a1acb,KnowledgeDomain:Infancy,motor_ ,Shona,2024-08-14 02:13:00,", "
11,-414} ,mostly83-825a-436b-a5c9-85edb8d1d4ed,KnowledgeDomain:Infancy,O,Hausa,2024-03-12 19:40:00,If
15,description,mostly0a-8725-4c75-80d8-9c64e324e4d9,KnowledgeDomain:Infancy,: ,Igbo,2025-08-17 10:09:00,caregiver_type
11,age_soundslanguage,mostly69-f1d4-4665-ac7b-b199ad5ff965,KnowledgeDomain:Infancy,age_months,Hausa,2025-03-21 09:05:00,: 
5,infancy,mostlyda-488b-475d-b805-e774e48c91e1,KnowledgeDomain:Infancy,A,Swahili,2025-09-28 18:06:00,“avoe toeeanes.
1,ages_tone,mostlydf-ee93-4992-a48c-8983536e5831,KnowledgeDomain:Infancy,location,Shona,2024-07-17 04:32:00,: 
14,E,mostly91-d0b5-42c6-a3b5-3313f6830f44,KnowledgeDomain:Infancy,infancy,Amharic,2024-12-12 17:19:00,caregiver: 
9,recorded_tone,mostlydf-6939-4703-b4b0-86e50dfe0e99,KnowledgeDomain:Infancy,description,Yoruba,2024-12-01 21:39:00,age_tone
16,"“m withalatsking bbs,”0.19,0.12,-028.9596,0..3, ",mostlyc7-bdfb-4f8e-b81a-64886a516615,KnowledgeDomain:Infancy,"-0.92, then.15-172, ",Igbo,2024-08-29 00:17:00,“_months
4,symbolic_typed,mostlyea-65b4-4a2d-8998-6fbcd96f62b7,KnowledgeDomain:Infancy,"Infant, ",Hausa,2024-01-07 18:45:00,experience_tone
1,experience,mostly1a-6088-41e3-9739-724ee3d2532e,KnowledgeDomain:Infancy,symbolic: ,Yoruba,2024-11-30 21:16:00,location
2,age_interaction,mostly1e-15c1-4fb0-b90e-70083ca53ab5,KnowledgeDomain:Infancy,Caregiver_type,Hausa,2024-03-13 08:29:00,: 
24,", ",mostly3d-d079-4067-ac42-202333df232e,KnowledgeDomain:Infancy,recorded_tone,Hausa,2025-03-21 05:39:00,age__soundsage{
2,primary_significance,mostlydf-ce16-49d9-8f96-95d3eff9bc90,KnowledgeDomain:Infancy,caregiver_type,Yoruba,2024-10-28 16:14:00,: 
12,: ,mostly12-ab9e-42f7-9d57-ef05a05fe798,KnowledgeDomain:Infancy,caregiver_logic,Igbo,2024-10-17 23:37:00,emotional_tone
18,},mostly8c-3dbf-47d4-b9fe-fb7b4b421a64,KnowledgeDomain:Infancy,T ,Swahili,2025-02-04 23:39:00,", "
14,neurallocation,mostly64-729d-41c1-915e-bab9c46c7345,KnowledgeDomain:Infancy,experience_at,Igbo,2025-06-02 07:05:00,: 
0,E,mostly4a-dc27-4311-9969-be5d5a832e12,KnowledgeDomain:Infancy,},Swahili,2025-09-28 18:06:00,2024
7,: ,mostly11-694e-4acb-a588-ffccd14215d9,KnowledgeDomain:Infancy,emotional_tone: months,Shona,2025-05-20 00:05:00,"If:s, ese and "
16,experience_interaction,mostlyb6-1ef2-4e08-b929-76e39ae2fde6,KnowledgeDomain:Infancy,", ",Shona,2024-09-12 10:09:00,recordedemotionalm_tone
12,Caregiver_at,mostlye0-fe7e-4277-8b3a-648c0339a52d,KnowledgeDomain:Infancy,: ,Amharic,2024-09-13 23:45:00,age_months
16,recorded_or_,mostly76-2d70-4d4e-901b-580128bb6e35,KnowledgeDomain:Infancy,infancy b,Shona,2024-12-19 01:20:00,symbolic_
7,: ,mostly4a-3b17-41b0-8a49-9a116208084b,KnowledgeDomain:Infancy,description,Shona,2024-09-03 20:38:00,cultural_tone
23,,mostly3c-7b4b-4f17-b67d-810ecdd934a7,KnowledgeDomain:Infancy,",_",Igbo,2024-02-04 01:34:00,auditory_sounds
16,", {",mostlycb-25c8-4d3d-a744-c90ddb0c750e,KnowledgeDomain:Infancy,neural_,Shona,2024-03-14 03:59:00,", "
3,", ",mostly1d-9426-4043-bcf2-53214888d126,KnowledgeDomain:Infancy,infancy,Hausa,2025-09-10 13:13:00,: 
11,", ",mostlyf8-cb02-4b24-9d8a-c2b0e3b0cc46,KnowledgeDomain:Infancy,recorded ,Hausa,2024-10-14 20:52:00,primary_language
10,age ,mostly9c-faed-4e63-8f93-b7b78d28ecfa,KnowledgeDomain:Infancy,"K”sle sd”icing toa,” ",Yoruba,2024-01-23 02:59:00,cultural
20,} ,mostlyb4-222f-44dd-89fb-1c3c8ff09cea,KnowledgeDomain:Infancy,caregiver_logic,Yoruba,2025-06-15 16:02:00,{
12,", ",mostlyfe-94bc-4e5b-b6af-d94ba67539cb,KnowledgeDomain:Infancy,":,00",Igbo,2025-06-21 08:42:00,- “emotionalm
20,curious,mostly45-fe24-4102-879f-08b34280f6bb,KnowledgeDomain:Infancy,Otone,Yoruba,2025-09-28 18:06:00,S
14,infancy,mostly74-4bff-4bdc-b27c-7dc0708bacdc,KnowledgeDomain:Infancy,description,Amharic,2025-03-28 17:37:00,infancy
23,"Sm0.6,0i.04,0.5.36},-0.615",mostlyb1-0f55-4eea-a3fd-16af09718734,KnowledgeDomain:Infancy,caregiver_type,Swahili,2025-04-04 10:08:00,symbolic_significance
18,Ro {,mostly0c-984b-41f3-b9cc-e2248d9d07b9,KnowledgeDomain:Infancy,caregiverinteraction,Swahili,2024-02-21 11:59:00,symbolic:00
15,}: {,mostlyc3-2370-44cc-85a9-b161596c1188,KnowledgeDomain:Infancy,neural_logic,Oromo,2024-05-02 17:57:00,recorded-19T-1.
24,age_months,mostlyd2-6e43-4cdd-902b-ae6f0ce84f04,KnowledgeDomain:Infancy,neural_at,Hausa,2025-06-02 07:10:00,"Ifedp”aresty toanr,a-u."
0,"2024,-0.15,",mostly05-bc4f-40c1-84fc-fb7d2f75e1ef,KnowledgeDomain:Infancy,}{,Zulu,2024-03-01 20:43:00,cultural_interaction
15,"}}embedding0.4,--0.274.7}59,--0..0507,-0.0310,0.02,-0.07-0.07,1.5533,0.591859,-091T080557,-0.48298,-0.829:,1.18187-,0.18-12,-1.0.24.0T031, ",mostlydb-41c1-4002-8484-19903c9981a4,KnowledgeDomain:Infancy,neural_logic,Hausa,2025-02-01 19:24:00,location
18,: {,mostly10-2a12-420e-8f7f-d4aa0a737c67,KnowledgeDomain:Infancy,", ",Swahili,2024-01-30 12:46:00,location
18,F,mostly7c-352c-4b1b-a4c0-4640be2cceed,KnowledgeDomain:Infancy,", ",Swahili,2024-06-28 16:13:00,
15,", ",mostly1f-c82a-4017-9547-19be81b7280a,KnowledgeDomain:Infancy,caregiver_interaction,Hausa,2024-11-29 23:49:00,recordeds.
8,} {,mostlycc-2442-4a1a-b9f7-b5c888597deb,KnowledgeDomain:Infancy,"emotional:at, ",Swahili,2024-04-13 08:28:00,symbolic: {
7,}_sounds,mostlyea-90a7-4a9f-a0e5-0e0078d0b889,KnowledgeDomain:Infancy,: ,Shona,2024-09-14 03:44:00,description
9,age_logic,mostly85-5415-4ad4-a202-a675899d3e58,KnowledgeDomain:Infancy,,Igbo,2024-01-06 02:42:00,}_or
15,“om t”.,mostlyc8-37bc-42a8-a0b9-fdaf9fcd8e69,KnowledgeDomain:Infancy,"-, ",Yoruba,2025-06-19 07:41:00,recorded_months
3,_tone,mostly47-94b3-4998-9ad3-7d8a0336ea3c,KnowledgeDomain:Infancy,recorded_language,Amharic,2024-01-30 03:16:00,: 
24,{,mostlyd0-0b86-47fb-8b87-5eaceef61a21,KnowledgeDomain:Infancy,caregiver_,Hausa,2024-02-04 08:13:00,"Cs, "
18,"IfTanm bf,ing {",mostly09-70f1-47f3-ba42-1b50fec10542,KnowledgeDomain:Infancy,-_sounds,Swahili,2024-03-13 23:06:00,description
18,emotional_sounds,mostlye9-6b97-4f0d-85a4-559c128e3c02,KnowledgeDomain:Infancy,experience_type,Yoruba,2025-03-15 05:19:00,location
1,"“, {",mostly53-31f8-4c93-91ab-3116cc5733f0,KnowledgeDomain:Infancy,age0.,Yoruba,2024-05-18 13:42:00,", "
12,_tone,mostly55-73eb-4b75-8924-27d8c05f5bec,KnowledgeDomain:Infancy,If} ,Zulu,2024-05-01 22:54:00,neural 
6,“ m,mostly86-8ba8-48a7-8658-a4313dc4478b,KnowledgeDomain:Infancy,words__embedding,Amharic,2024-08-20 18:01:00,",1."
5,secure,mostlyf1-7073-4663-b5a7-4cb8e06a95c8,KnowledgeDomain:Infancy,: ,Igbo,2024-04-03 21:14:00,", "
0,emotional_tone,mostly38-3d5a-4886-a20e-98ec220fdfba,KnowledgeDomain:Infancy,F,Hausa,2025-08-04 14:36:00,O
1,", ",mostly90-2679-40e6-a1f6-661121be66b4,KnowledgeDomain:Infancy,: ,Yoruba,2025-03-10 21:17:00,age_type
22,Infant,mostlyee-cd40-4883-be95-0509264cdf72,KnowledgeDomain:Infancy,experience_interaction,Igbo,2025-05-10 22:16:00,E
16,agecultural_at,mostlyad-f779-4b68-b7d3-23c3df246f87,KnowledgeDomain:Infancy,"If.7ing, ",Hausa,2025-09-28 18:06:00,2025
2,cardl,mostly35-4c8a-4b5b-84ff-fe6ea1b29344,KnowledgeDomain:Infancy,}} andb and ,Hausa,2025-01-28 13:29:00,tactile_
11,joyful,mostly17-2f2b-4c69-b0ab-caec5fb71428,KnowledgeDomain:Infancy,,Hausa,2025-07-24 22:42:00,_tone
24,words_type,mostly2d-9e55-4b20-a94b-b8b60bc4b98a,KnowledgeDomain:Infancy,: {,Hausa,2025-04-26 22:24:00,
0,", ",mostly73-2c65-421b-b77a-028f27a56fe1,KnowledgeDomain:Infancy,primary,Amharic,2024-11-20 09:06:00,caregiver 
16,E ande andt ins with ,mostly18-213b-4717-b43b-1a9ee64279cc,KnowledgeDomain:Infancy,,Shona,2024-07-15 18:22:00,age_type
18,_significance,mostlyb6-f7e5-4013-b91b-35f5cc4f2df3,KnowledgeDomain:Infancy,_type,Shona,2024-01-17 12:30:00,age_months
22,description,mostlyca-5299-4538-9ebb-f0e75447564e,KnowledgeDomain:Infancy,Ifing,Hausa,2024-08-10 22:42:00,: 
11,T,mostly70-c02a-4a6e-875b-96da59a6e65d,KnowledgeDomain:Infancy,O ,Amharic,2024-09-09 18:17:00,", "
2,caregiver_interaction,mostly02-ef8d-43a8-9615-1a867081ad53,KnowledgeDomain:Infancy,description,Oromo,2024-02-29 21:42:00,recorded_type
2,"Ifo, ",mostly1d-ab8e-44d2-a97f-1bcdbb15dacb,KnowledgeDomain:Infancy,} ,Zulu,2025-08-28 10:56:00,age_type
4,}emotional ,mostly1d-198b-49bb-a078-47b3d7bab569,KnowledgeDomain:Infancy,: ,Shona,2025-04-20 23:20:00,emotional_tone
22,"2024-1.4170923, ",mostlyc4-d599-4c8e-b105-a58075421208,KnowledgeDomain:Infancy,primary_months,Zulu,2025-09-28 18:06:00,curious
3,primary_,mostly34-917a-43f0-bad6-8e744d5770bf,KnowledgeDomain:Infancy,"“_,: ",Hausa,2024-07-03 03:42:00,} 
18,neural_embeddingor_u,mostly91-402c-437b-9bd2-29b2f13a376a,KnowledgeDomain:Infancy,location,Amharic,2025-04-12 05:28:00,", "
14,age_type,mostlyda-66d5-4fd5-ae4a-dddf0ba69d31,KnowledgeDomain:Infancy,Caregiver00,Amharic,2024-01-08 18:10:00,"O ,{type"
15,primary_embedding,mostly2a-6d0b-47f7-8af1-ea5dc7af8d88,KnowledgeDomain:Infancy,infancy{embedding,Oromo,2024-07-11 22:37:00,age {
6,experience_or_0,mostlyc0-c43d-4a9c-9de2-3aa22c91ac3b,KnowledgeDomain:Infancy,infancy,Igbo,2024-08-28 18:23:00,: 
18,words_language,mostly81-634b-4344-a693-3d67955f2cc3,KnowledgeDomain:Infancy,: {,Shona,2025-06-04 01:38:00,","
24,If_,mostly86-9911-471c-9974-fafc238f1d40,KnowledgeDomain:Infancy,", ",Zulu,2025-03-11 03:23:00,S
11,: ,mostly2e-ac91-488f-b5b1-8d11333057cc,KnowledgeDomain:Infancy,experience,Hausa,2025-08-12 08:38:00,"joyful,0.209,-0.4703,-.0.602,1.051512,05,-1.3,0.0.6,-0.056138,030,-0.6532,-0.25:.-7.030085,0.3133,0.,10609,10.5758"
5,}-12} ,mostlyf2-ac19-4179-b830-bdba3d8de853,KnowledgeDomain:Infancy,description_kr.,Zulu,2024-08-28 20:30:00,Ptone
13,primary_tone,mostlyfe-5fc5-4ec0-b753-c7fc5e932a4b,KnowledgeDomain:Infancy,,Igbo,2024-04-15 03:10:00,C
7,locationu f ,mostly50-ac6b-4288-b3ef-694ca902f8d1,KnowledgeDomain:Infancy,Caregiver,Shona,2025-07-02 02:48:00,cultural_logic
3,words_or_at,mostly69-6f1f-4730-94c8-7b60056d9fa7,KnowledgeDomain:Infancy,cultural_or_orsounds,Hausa,2025-05-15 15:16:00,“
13,curious,mostlya2-692f-4073-8c7d-cd44613bf0c2,KnowledgeDomain:Infancy,“_interaction,Oromo,2024-06-30 07:17:00,recorded
24,primary_type,mostlyc7-2b23-4876-aa4d-4f2a2d0b2701,KnowledgeDomain:Infancy,: ,Hausa,2024-09-17 10:52:00,“bor.
7,Ttype“u b with”,mostlye1-0196-4eaf-8bd9-3e0baa0a81f4,KnowledgeDomain:Infancy,"2024 ing, ",Shona,2024-06-14 06:22:00,", "
18,emotional,mostly42-0c40-4eeb-97cb-dc4e2aad05cf,KnowledgeDomain:Infancy,age_logic,Swahili,2025-09-28 18:06:00,ageIf p in m andlee.
7,", ",mostlye9-7b8b-4deb-b5ac-a27d324b3695,KnowledgeDomain:Infancy,“,Shona,2024-07-20 08:14:00,: 
18,age ,mostlyde-c12f-426d-a964-3d7aaf0c28d8,KnowledgeDomain:Infancy,: {,Swahili,2024-06-20 16:42:00,"Swahili,0.59,11.1213240, ing1.03,-0.99,-0."
23,20250,mostly0d-7ee1-4c17-a58b-e9234c24365b,KnowledgeDomain:Infancy,: ,Shona,2024-02-02 09:12:00,age_type
18,cultural__type,mostly59-5d67-41ee-afea-c82aed333973,KnowledgeDomain:Infancy,caregiver_at,Swahili,2024-07-03 23:42:00,Rserints d.
10,“”,mostly18-c2b3-408a-8787-8dc8657f5552,KnowledgeDomain:Infancy,"O, ",Zulu,2025-02-09 06:27:00,", "
10,"}-10, ",mostly6e-8016-436c-9045-edb12baa20c8,KnowledgeDomain:Infancy,T07: {,Igbo,2024-08-13 17:32:00,symbolic_primaryat:00
1,“,mostly7c-b0d8-4de9-a2c5-1147791a074b,KnowledgeDomain:Infancy,Yorubacing.,Yoruba,2025-06-15 13:40:00,emotional
8,descriptionT,mostly7c-4dc9-4776-a3fe-e475aefd4bf1,KnowledgeDomain:Infancy,age_months,Swahili,2025-06-09 08:53:00,"“recorded_,0.16, "
14,neural_months,mostlye7-38c8-4a95-aab3-c8203db889c8,KnowledgeDomain:Infancy,emotional_language,Hausa,2024-03-07 09:30:00,", "
14,If,mostlydd-bd8a-43d6-92f0-f70195d9a521,KnowledgeDomain:Infancy,If.,Igbo,2025-04-28 13:49:00,": es pp,: "
11,wordsneural_orsoundsd,mostlye8-e2d6-4a8e-a748-7d6e45d787e6,KnowledgeDomain:Infancy,E,Amharic,2024-08-17 19:37:00,E
8,caregiver ,mostly63-d65b-4b1b-9f86-41d4910194b0,KnowledgeDomain:Infancy, If t_logic,Swahili,2024-03-30 14:23:00,Singf
11,recordedemotional: ,mostly75-876c-4fc5-a399-4b8ab28a0df7,KnowledgeDomain:Infancy,playful,Hausa,2025-01-18 20:10:00,: 
24,", ",mostly1e-15ae-4a0e-82f7-db9b0b565eee,KnowledgeDomain:Infancy,2024s.,Yoruba,2024-06-17 07:46:00,C
5,: ,mostly11-365c-4c03-94d3-6deed46dca7e,KnowledgeDomain:Infancy,", ",Hausa,2024-09-24 12:48:00,"Infantu ci andeser and f m, "
4,:00,mostly97-7ac1-4419-9f6c-d3749bb4e79c,KnowledgeDomain:Infancy,experience_words,Igbo,2024-08-25 13:37:00,“ort barep ands.
11,location,mostlyd4-63ef-482c-8cd4-b732629c0b5c,KnowledgeDomain:Infancy,2024om08} ,Igbo,2024-03-15 17:52:00,age_months
4, ,mostly71-ef89-4705-89f4-25c25614ae6e,KnowledgeDomain:Infancy,}{,Hausa,2024-12-17 07:19:00,: 
11,infancy,mostly55-6ab5-4e92-9dff-dfbdb1fea279,KnowledgeDomain:Infancy,Infant:00,Hausa,2025-09-28 18:06:00,: 
14,recorded_tone,mostly25-58c7-4038-8b2d-6f8bfbd91240,KnowledgeDomain:Infancy,“dor tumaan andd gan ands and to fing withder tf- ininsi.,Oromo,2024-08-06 04:13:00,age_months
5,tactile,mostlydf-e227-45f1-8557-f143fbdfcddd,KnowledgeDomain:Infancy,}} {,Oromo,2024-05-14 11:43:00,"Ctal se m, k tesingp."
22,: ,mostly6b-b2ab-4abd-ae0e-525b11eb0724,KnowledgeDomain:Infancy,",_or ",Igbo,2024-09-12 20:18:00,location {
4,words_atlanguage,mostly8d-0b0c-48b4-9808-4aaa540c537a,KnowledgeDomain:Infancy,neural_embeddingsounds,Swahili,2024-11-11 15:13:00,description
8,emotional_months,mostly23-d7ca-487c-a308-1881421d26a8,KnowledgeDomain:Infancy,experience_tone,Swahili,2024-02-23 07:05:00,"“Mes”hr- with.6,d,."
6,location,mostlyf4-c148-4e28-8524-0ba0d5dc5bcb,KnowledgeDomain:Infancy,emotional_logic,Shona,2024-10-21 03:28:00,“a within foale. 
0,neural_or_a,mostly2a-4808-4871-ac63-cc1937d3e0a8,KnowledgeDomain:Infancy,symbolic_embedding,Swahili,2025-05-14 23:17:00,caregiver.
11,experience_tone,mostlyc4-4cd4-4ee0-8bb6-4fff19bca303,KnowledgeDomain:Infancy,", ",Hausa,2025-09-02 15:14:00,"Caregiverueri,- thendinge,”aringl peser sess."
4,: ,mostlybf-7ae8-491f-bd6c-10fa301f3dc3,KnowledgeDomain:Infancy,"caregiver_language, ",Hausa,2025-04-12 13:18:00,
1,", ",mostly5a-d798-4737-9c21-20a65fee88d0,KnowledgeDomain:Infancy,} 0s,Yoruba,2024-07-30 17:14:00,recordeded 
2,Caregiver ,mostly9f-6de4-4ce0-8074-cca916f68915,KnowledgeDomain:Infancy,recorded}_or,Yoruba,2024-01-07 07:47:00,caregiver {
1,: ,mostlyb3-2da5-4ec1-bd2c-8a6908a2b6df,KnowledgeDomain:Infancy,location,Yoruba,2025-08-06 07:48:00,-_type
8,Caregiver,mostlyd0-c902-4df0-83b8-784634f27b4d,KnowledgeDomain:Infancy,symbolic_,Swahili,2025-01-28 08:29:00,playful
11,caregiver_type,mostly86-764e-4574-9bc7-d756f7a034c5,KnowledgeDomain:Infancy,P I,Hausa,2025-09-28 18:06:00,primary_logic
7,“ ,mostly8d-235d-476d-948b-5a9d4c27fb71,KnowledgeDomain:Infancy,Hausamonths_tone,Shona,2024-06-16 23:33:00,emotional_at
0,"}, ",mostlyf3-a452-4e17-bcda-22a43fda969d,KnowledgeDomain:Infancy,primary_significance,Amharic,2025-03-05 22:07:00,c
10,", ",mostly45-5c24-4c9f-9173-db14044465b6,KnowledgeDomain:Infancy,2025,Igbo,2025-01-11 07:59:00,{
10,symbolic_logic,mostly5a-7340-45de-98b6-fc47c66522ad,KnowledgeDomain:Infancy,} ,Zulu,2024-07-05 13:03:00,Yoruba
1,symbolic_tone,mostlybe-508b-4a42-90f3-4cf5e83fb466,KnowledgeDomain:Infancy,neural_tonees,Yoruba,2024-03-13 11:42:00,infancy
1,curious{,mostly97-90a1-4629-95ff-8d367ee0bd04,KnowledgeDomain:Infancy,primary,Yoruba,2025-09-28 08:52:00,2024- 
4,neural_embedding,mostlybb-79b2-4cf9-8527-7a35f8812f3c,KnowledgeDomain:Infancy,cultural_significance,Hausa,2025-06-02 17:15:00,R
10,primary_language,mostly7e-9c0d-462d-810d-c6c3f571165f,KnowledgeDomain:Infancy,  ,Zulu,2025-01-09 06:58:00,recorded_sounds
10,2024,mostlya1-df0a-485e-8f95-a555e536ffd4,KnowledgeDomain:Infancy,infancy,Yoruba,2025-02-04 20:49:00,description1
1,experience_: ,mostlye3-7588-4dcb-8cbc-9b22b4c50278,KnowledgeDomain:Infancy,F,Yoruba,2024-04-15 17:46:00,“
14,caregiver_monthssignificance,mostly87-66b8-45f7-8c49-9c943df43179,KnowledgeDomain:Infancy,location,Oromo,2024-02-02 04:01:00,
4,: ,mostly7c-7993-40e8-855e-f7cedc7dcb7a,KnowledgeDomain:Infancy,"neural2024-0.-0.1,0.81,-0.582,-231.",Swahili,2024-04-27 09:42:00,"emotionals, "
1,:  ,mostlyf0-9428-4cc8-99b4-8435456ee8d2,KnowledgeDomain:Infancy,emotional_languageam,Yoruba,2024-11-14 21:46:00,"“, "
1,,mostly36-b15a-478b-b277-d567f390d75c,KnowledgeDomain:Infancy,If_months,Hausa,2024-04-14 03:49:00,words_soundsn
1,", ",mostly29-5b59-4ac6-8402-3486046cae62,KnowledgeDomain:Infancy,If Iingon,Yoruba,2024-11-08 21:46:00,: 
6,primary_interaction,mostlyb8-44f1-4f8a-87d1-07251d71d032,KnowledgeDomain:Infancy,C-: ,Hausa,2025-06-08 22:22:00,: 
9,If,mostly4b-7483-4d09-9d6e-c12631834dfc,KnowledgeDomain:Infancy,experience_} “T,Yoruba,2025-07-29 22:25:00,", "
8,2024l9-0.,mostly44-4021-4211-bc3a-953a0f23d5aa,KnowledgeDomain:Infancy,}}}language ,Swahili,2024-01-01 23:08:00,"S,0 with1."
2,", ",mostly75-2d49-4f19-83b9-1294cf3b8a5d,KnowledgeDomain:Infancy,"2024--0.5115,,-0.52461,0.32042,-0.49T.59,-0.25907 ",Shona,2025-05-09 04:42:00,primary_-
9,location,mostly95-7e56-4002-9da4-053d24010a60,KnowledgeDomain:Infancy,"primary, ",Shona,2024-08-20 23:51:00,"“,"
8,curious-,mostlyf0-4e38-40c3-b91f-d7d8258c9e04,KnowledgeDomain:Infancy,"Ifaesfa, ins.",Swahili,2024-01-21 00:49:00,recordedCaregiver
7,", ",mostlydc-0bf2-4012-bbbb-ce1287159662,KnowledgeDomain:Infancy,Ci“ ,Yoruba,2024-03-06 08:17:00,motor
6,descriptionor,mostly4c-5de0-427b-811d-da4ba0b6a581,KnowledgeDomain:Infancy,primary_interaction,Amharic,2025-08-31 03:46:00,If
8,Caregiver.,mostly2c-d897-43fa-8979-6a716d4eb2ad,KnowledgeDomain:Infancy,"}om, ",Swahili,2024-05-29 04:27:00,"O, "
7,: ,mostly12-9ac7-486b-ac12-e4bc6775a227,KnowledgeDomain:Infancy,“  and sf,Shona,2024-11-15 08:20:00,“} 
8,Caregiver ,mostlyca-09f7-4d17-a6e5-791223be3dad,KnowledgeDomain:Infancy,experience_at,Swahili,2025-09-01 15:54:00,words_ 
5,"2024-10006.230797,,-1.48,-0.9028,-0.24,0.467,0.47, then0.5T,0.3",mostly4b-845b-4a50-a9ad-a4cad10d2b24,KnowledgeDomain:Infancy,"Ifo” or, ",Shona,2025-04-29 13:45:00,experience-3_sounds
7,O ,mostly9a-b3a4-41bc-bf9d-20e1d9880a11,KnowledgeDomain:Infancy,“,Shona,2025-09-09 14:23:00,primary_significance: 
22,}}} {,mostly10-c769-42f2-b55d-8bf760b00105,KnowledgeDomain:Infancy,“es” toreder a gsp and anded p ,Hausa,2024-09-16 04:34:00,2025
3,neural_primary,mostly16-c7b0-4918-bfae-8f0664d08579,KnowledgeDomain:Infancy,: ,Hausa,2025-08-28 18:57:00,emotional 
8,recorded_interaction,mostlyf5-6c39-4603-8985-a79346024fae,KnowledgeDomain:Infancy,Caregiver {,Swahili,2025-07-03 08:48:00,primary_
0, ,mostly67-be97-4276-becb-448453470c71,KnowledgeDomain:Infancy,recorded_sounds,Swahili,2024-10-03 16:54:00,locatione.
6,}_logic,mostlyea-363e-4e71-9a38-20cfc74d4c17,KnowledgeDomain:Infancy,"culturalIf han”, ",Oromo,2024-12-17 13:50:00,: 
11,primary_tone,mostlya8-d8d0-4268-a8ec-2840ca7ea626,KnowledgeDomain:Infancy,", {",Zulu,2025-09-28 18:06:00,description{
10,recorded_type: ,mostly00-9944-4736-9129-558cb23e92cf,KnowledgeDomain:Infancy,: ,Yoruba,2024-07-07 23:46:00,c
18,", ",mostlyde-7bea-4c77-b394-a214b103026d,KnowledgeDomain:Infancy,: ,Hausa,2024-09-28 15:49:00,- 
9,playful,mostlyd0-173b-4559-9dc2-2c1cf8e885c9,KnowledgeDomain:Infancy,}interaction ,Yoruba,2025-04-27 11:11:00,cm}or
6,: ,mostlyb2-a001-4aff-8718-e90a93a93b7f,KnowledgeDomain:Infancy,:00,Igbo,2025-09-28 18:06:00,“
0,age_cultural,mostlyaf-c26c-4668-aaf4-885927c3e747,KnowledgeDomain:Infancy,"F}, ",Amharic,2024-06-05 23:40:00,words
6,-0.,mostlyd1-480d-4f91-b0e6-2767e3cf07d3,KnowledgeDomain:Infancy,neural_significance ,Amharic,2024-01-13 23:11:00,C 
15,_tone,mostlycf-5705-4290-8d72-5855d7decb59,KnowledgeDomain:Infancy,description,Hausa,2024-06-28 01:48:00,}} 
