age_years,description,id,labels,location,primary_language,recorded_at,symbolic_logic
43,_e,mostly8d-9dd5-4869-9a20-66d28696507e,KnowledgeDomain:Adulthood,expertise_at,Zulu,2024-03-13 23:48:00,"neural27, "
49,age_solved,mostly49-56db-4b16-8b53-0f8f77ced522,KnowledgeDomain:Adulthood,: ,Hausa,2024-03-24 10:53:00,wisdom0.
35,If-0.,mostly22-e022-4d21-9560-e199ce574b8a,KnowledgeDomain:Adulthood,location{,Amharic,2025-03-21 22:13:00,"Uers toc with sited.%6%,-0- Nigeria.032314,0-"
51,approach_taken,mostly06-d0e0-4bb3-a8b2-5dca565a9dc0,KnowledgeDomain:Adulthood,},Oromo,2025-07-11 08:58:00,:  and
31,age_demonstrated,mostlybf-a591-4ce5-a4e7-d4e50e7bf767,KnowledgeDomain:Adulthood,{,Shona,2024-12-12 04:07:00,Ring{aling d
41,": 3,1.00",mostly3c-fda7-4e36-ae96-078b605109de,KnowledgeDomain:Adulthood,primary_embedding,Shona,2024-04-19 12:19:00,O with
58,: ,mostlyd2-f320-48f8-846c-c6d7f76c4190,KnowledgeDomain:Adulthood,impact,Hausa,2025-01-09 15:54:00, 
43,leadership_shared,mostlyf9-5504-4c1f-93e4-877c60bfe6c5,KnowledgeDomain:Adulthood,: ,Hausa,2025-09-27 12:51:00,: 
58,location,mostly04-385f-4212-a778-bfcfefa43124,KnowledgeDomain:Adulthood,}: {,Hausa,2025-07-25 03:50:00,":C-0.5,-0.06:, "
52,Ped m0s.,mostly99-a413-4fec-94de-945d72f857af,KnowledgeDomain:Adulthood,neural,Igbo,2025-09-27 12:51:00,2024_.
36,", 5 with ",mostlycd-87a1-411e-92fc-156675c0f7a2,KnowledgeDomain:Adulthood,},Swahili,2025-09-27 12:51:00,adulthood0
32,": 3.14,: {",mostlyf5-6cca-44fe-95b1-b6d8c827b409,KnowledgeDomain:Adulthood,primary_embedding,Shona,2025-09-04 11:04:00,
56,F,mostlya2-d93e-46df-84f4-ba2a5d777bdf,KnowledgeDomain:Adulthood,: ,Oromo,2025-09-27 12:51:00,leadership
39,symbolic_shared,mostly8f-d31d-4382-a1da-5f456f457bb3,KnowledgeDomain:Adulthood,approach_years,Yoruba,2024-03-12 00:49:00,C_
65,", ",mostly42-ca1c-40b6-91a2-f8259bca3a91,KnowledgeDomain:Adulthood,"20241.2305,,0.90.",Zulu,2025-04-02 12:48:00,"R2. and a,-0.18419"
44,",_shared",mostlyd1-9120-40a2-a135-7ea0d49ee392,KnowledgeDomain:Adulthood,__shared,Amharic,2024-01-26 23:14:00,age_logic: 
43,: ,mostlyc7-435c-4364-aa76-d7a4f91dcd2e,KnowledgeDomain:Adulthood,A: ,Swahili,2024-04-27 18:42:00,impact
24,,mostly3a-d4c5-4478-9235-49fcda9c7c06,KnowledgeDomain:Adulthood,0.,Zulu,2024-06-02 22:11:00,-0.
44,approach_at,mostlyc3-3bca-478d-9c67-c708cb31ddee,KnowledgeDomain:Adulthood,", ",Amharic,2024-12-24 14:10:00,neural
52,", ",mostlya2-f35e-4328-860d-e7f2fc9b5a19,KnowledgeDomain:Adulthood,primary-_language,Zulu,2024-06-16 01:46:00,2025_language for; thei-1.
36,description,mostly1c-997f-4451-b2e6-4e4ea3e75c7e,KnowledgeDomain:Adulthood,impact,Igbo,2024-07-11 06:15:00,approach_years
32,R9_solvedshared,mostlyfa-dd48-4cd1-979f-5e22d15b0571,KnowledgeDomain:Adulthood,D,Oromo,2025-09-04 23:11:00,neural
22,wisdom,mostly88-3031-4c32-87ac-9274b33133e2,KnowledgeDomain:Adulthood,: ,Zulu,2024-01-06 23:19:00,", "
42,,mostly53-aeaa-4af4-8066-d35b79a00f91,KnowledgeDomain:Adulthood,P_demonstrated,Swahili,2024-03-19 20:34:00,collaboration
39,expertise_embeddingsolved,mostly17-0c1a-44e3-aa80-8521ff8bef98,KnowledgeDomain:Adulthood,domain: {,Oromo,2025-09-27 12:51:00,:00
57,Inet to,mostly46-969b-41f3-9300-44379919603e,KnowledgeDomain:Adulthood,symbolic,Shona,2025-01-23 07:45:00,
33,: ,mostlyed-1ca0-4ead-837a-8c724735b6f4,KnowledgeDomain:Adulthood,_years,Swahili,2025-09-01 22:01:00,description
33,recorded_w,mostlyd3-b724-48ff-bfc8-75b481127071,KnowledgeDomain:Adulthood,_s,Amharic,2025-09-14 00:57:00,- 
31,collaboration,mostly27-a4a5-4349-8873-0430d6fb8165,KnowledgeDomain:Adulthood,", ",Hausa,2025-04-20 10:44:00,Partnered_0.
44,collaboration,mostlybb-8e45-42f4-abb6-a945b4d12683,KnowledgeDomain:Adulthood,", ",Igbo,2025-06-11 22:15:00,recorded_expertise_description
38,adulthood-2-0. ,mostlya0-85c7-41fd-9f73-1ced4feb1c19,KnowledgeDomain:Adulthood,impact,Yoruba,2025-06-26 17:30:00,: 
37,: _0,mostlyfb-fbea-4b7a-9efa-77f491915f74,KnowledgeDomain:Adulthood,: ,Yoruba,2025-05-04 18:14:00,: 
61,", ",mostly32-c291-45d6-9c98-e52c3d88b07f,KnowledgeDomain:Adulthood,recorded_,Yoruba,2025-04-04 17:50:00,: 
41,: 3,mostly8b-06be-4d7b-ab12-b4977f49af58,KnowledgeDomain:Adulthood,", ",Shona,2025-07-26 10:20:00,domain
34,", ",mostlyba-d97c-43ef-9701-867c4f9b80c5,KnowledgeDomain:Adulthood,"wisdom 3, ",Igbo,2025-01-19 12:54:00,age 
41,,mostly0e-f512-4f10-8d72-1dff9b046549,KnowledgeDomain:Adulthood,problem_solved,Hausa,2024-10-17 03:35:00,",-1."
35,:} ,mostly5d-7c0f-4af0-ab1c-53b48d8ddf1c,KnowledgeDomain:Adulthood,F_solvedging.,Zulu,2025-07-17 03:02:00,description
42,If,mostly94-81ad-48be-92b3-209fa1b836a5,KnowledgeDomain:Adulthood,description,Oromo,2024-03-21 15:30:00,Sbw;
22,C,mostly47-5524-4577-9409-20ea17377c65,KnowledgeDomain:Adulthood,:at,Amharic,2025-03-29 19:49:00,locationembeddingor_ andedalers: st toent for;i d ined in
25,problem_shared,mostly80-20ea-4669-bf90-2ea509809a06,KnowledgeDomain:Adulthood,collaboration,Zulu,2025-03-14 02:37:00,expertiseat_solved
36,expertise_demonstrated withlogic,mostly32-0292-446d-a781-ea7ed0b07240,KnowledgeDomain:Adulthood,: ,Hausa,2025-09-13 10:42:00,M
24,2024,mostlyec-518d-4aa2-96f4-4bbc333630e9,KnowledgeDomain:Adulthood,"0, ",Oromo,2025-01-20 14:32:00,recorded_logic
22,:_years,mostly9a-6b64-4221-937b-193cf22ba320,KnowledgeDomain:Adulthood,neuralexpertise_years,Amharic,2024-04-26 01:28:00,-} 
34,: ,mostlye2-9aa3-430d-87ad-5202e16adf81,KnowledgeDomain:Adulthood,age_years,Amharic,2024-04-16 10:33:00,:_at
60,", ",mostly4b-9812-46d4-b022-d5aed3fc8bd5,KnowledgeDomain:Adulthood,Partnered_demonstrated,Zulu,2024-05-07 23:39:00,2025_language
36,: ,mostlye1-b53d-4c45-a1d3-34779a6ec1de,KnowledgeDomain:Adulthood,collaboration,Igbo,2025-03-11 19:06:00,: 
35,C ,mostlyf6-f53a-448e-91b3-4db2d4cc6713,KnowledgeDomain:Adulthood,P,Igbo,2024-08-11 21:42:00,In_logic
26,"location, ",mostlyef-1e65-4a55-89da-018fa5de641a,KnowledgeDomain:Adulthood,", ",Zulu,2024-01-05 07:55:00,", "
28,", ",mostly20-323d-48c7-a4c6-50717ca9f065,KnowledgeDomain:Adulthood, ,Amharic,2024-10-02 01:00:00,2024-:00
54,neural_shared,mostlyab-eed8-499d-9434-b8f7adeec571,KnowledgeDomain:Adulthood,", ",Yoruba,2025-01-24 14:15:00,_languageembedding
65,,mostly6a-9bcd-41b6-a6a7-210cbb26d7e1,KnowledgeDomain:Adulthood,A,Amharic,2025-09-27 12:51:00,approach_
38,L_years,mostlybf-df34-4656-8490-d0832973de38,KnowledgeDomain:Adulthood,location,Yoruba,2024-06-14 13:50:00,"recorded 3,-011:00}"
33,"2024-090.-1.8724,-03 Nigeria_",mostlyf6-4b79-4661-b91d-7f77ad3d8671,KnowledgeDomain:Adulthood,collaboration,Oromo,2024-05-23 15:38:00,recorded 
27,In,mostlyc5-35f3-4e9c-a420-04203edcc56f,KnowledgeDomain:Adulthood,2025-T1,Zulu,2025-07-16 14:20:00,wisdom_embedding
47,adulthood,mostlyfa-5edc-48f0-8b15-3091ea872140,KnowledgeDomain:Adulthood,primary_years,Yoruba,2025-09-23 12:05:00,problem_primary_embedding
35,A,mostly0d-dcc2-417b-86da-c6dbb4bdd786,KnowledgeDomain:Adulthood,expertise__shared,Amharic,2024-03-08 17:19:00,location
62, {,mostlyf7-0909-4d7c-96e4-73b533447aa6,KnowledgeDomain:Adulthood,"--0, ",Zulu,2025-07-14 23:54:00,S
33,approach_language,mostly9e-396f-4b5a-8c6c-cb8479701feb,KnowledgeDomain:Adulthood,", {eo.",Swahili,2025-01-15 15:42:00,"-90.620,--0.50249,0, "
43,"M, ",mostly8d-e0cf-4416-ad19-40e3b3f6960d,KnowledgeDomain:Adulthood,impact,Shona,2024-01-23 08:36:00,: 
60,Worked,mostlybc-9370-4038-9121-ed97a134c60a,KnowledgeDomain:Adulthood,", ",Yoruba,2025-09-27 12:51:00,approach_language
37,wisdom,mostly59-b2a8-428f-802b-472689747ad8,KnowledgeDomain:Adulthood,description,Zulu,2025-07-06 12:02:00,} {
42,", ",mostly48-ce7f-4ee6-a62b-821e1a3dd204,KnowledgeDomain:Adulthood,2024_,Igbo,2024-06-25 15:50:00,approach_embedding
36,technology,mostlye2-57c9-400d-b014-c48228be766b,KnowledgeDomain:Adulthood,primary_years,Amharic,2024-01-23 12:01:00,expertise
45,impact,mostlyd1-d4f9-4ee8-9a18-d1c3269bac06,KnowledgeDomain:Adulthood,: {,Swahili,2024-12-09 00:46:00,R 
54,age_taken,mostly18-a5c3-4a64-8bee-b6ec122913da,KnowledgeDomain:Adulthood,description_logic_language,Shona,2024-04-23 10:51:00,technical_demonstrated
41,"Pet-itesed preor;or a to tingers,aan",mostlyaa-7e31-42f8-a6d0-d9f3fd2744eb,KnowledgeDomain:Adulthood,: ,Amharic,2025-07-19 00:14:00,symbolic_logic{
58,",_taken",mostlyc9-df38-4f89-bb4c-8f50f5317f0a,KnowledgeDomain:Adulthood,", ",Yoruba,2024-05-12 16:31:00,approach
51,", ",mostly62-6d3b-4e21-9b1d-21c5dec53a27,KnowledgeDomain:Adulthood,: ,Oromo,2025-09-19 14:46:00,S
31,: ,mostly37-4ba3-46df-b793-d4624ea9ff08,KnowledgeDomain:Adulthood,", ",Oromo,2025-03-09 19:54:00,neural_taken
33,", ",mostly96-65c5-4576-8d6f-42d062982cab,KnowledgeDomain:Adulthood,", ",Swahili,2025-06-21 16:16:00,adulthood
54,",T",mostly40-101b-4b1a-9160-28926fc14615,KnowledgeDomain:Adulthood,: ,Zulu,2025-09-11 02:33:00,", "
23,: ,mostly90-92ba-4baf-bba5-d675fc6a70df,KnowledgeDomain:Adulthood,symboliclanguagen tor to and withcl.,Swahili,2024-10-12 23:03:00,
44,2024or_w,mostly66-cbe5-48ba-a65a-6391b7746570,KnowledgeDomain:Adulthood,", ",Amharic,2024-03-05 14:52:00,recorded
31,strategic,mostly71-b8f3-4d4a-8879-11c007196af0,KnowledgeDomain:Adulthood,Sa,Zulu,2025-05-17 22:41:00,} 
44,: ,mostly9e-51e4-45c6-93cf-4552f50ddf02,KnowledgeDomain:Adulthood,leadership,Yoruba,2025-07-19 04:13:00,expertise_at
41,L: ,mostly78-f67c-44d9-a59f-3b46b6ffba3e,KnowledgeDomain:Adulthood,: {,Oromo,2025-05-07 01:40:00,", "
56,technical ,mostly46-01c4-4feb-addf-525317fc8e52,KnowledgeDomain:Adulthood,expertise_0shared,Oromo,2024-04-02 19:39:00,strategic
27,", ",mostly9c-9dd8-4960-afce-79caf3ecf695,KnowledgeDomain:Adulthood,primary_at,Yoruba,2025-01-07 05:28:00,impact
51,neural_years,mostlye0-7244-4e34-9b21-1e42f55805e3,KnowledgeDomain:Adulthood,", 2",Swahili,2025-01-18 07:51:00,wisdom_
24,2024,mostlyb8-35c4-4f3d-93c0-bdd9d32047c3,KnowledgeDomain:Adulthood,adulthood ,Igbo,2024-03-30 15:54:00,C_at
52,approach ,mostly71-0e48-4aa6-9144-3df479cf52b5,KnowledgeDomain:Adulthood,location,Shona,2024-12-07 12:10:00,problemdemonstrated
24,description,mostly8f-410b-4432-a36c-10a18b5ddac5,KnowledgeDomain:Adulthood,Dites.,Swahili,2025-07-25 14:44:00,wisdom-_demonstrated
33,symbolic_.,mostlyc5-1ee0-4679-ade3-ae5a6367b69e,KnowledgeDomain:Adulthood,_embeddingsolvedsolved,Oromo,2024-05-23 03:18:00,Ses
47,problem_years,mostly75-5b55-4a7f-941d-79532bdbaf89,KnowledgeDomain:Adulthood,", ",Igbo,2025-09-27 12:51:00,wisdom_ata
41,wisdom,mostly88-5ceb-4b36-bda5-749f6b55c57e,KnowledgeDomain:Adulthood,2025-0.,Yoruba,2024-04-27 17:06:00,: 
43,problem_years-01.,mostlyc1-c91b-4942-94bf-643d0f38bc2d,KnowledgeDomain:Adulthood,"C in, {",Amharic,2025-05-03 01:33:00,leadership0
35,symbolic ,mostlyee-97c4-485b-8a52-b560f8608bae,KnowledgeDomain:Adulthood,impact,Yoruba,2025-06-19 02:42:00,domain
44,: {,mostly16-d56e-417b-b9ce-9c717dfa0abf,KnowledgeDomain:Adulthood,adulthood_at: ,Swahili,2024-04-02 05:50:00,_ with
49,"M, ",mostly01-b480-43d8-ae00-c5ea96df0e4a,KnowledgeDomain:Adulthood,recorded_language,Hausa,2025-04-02 17:33:00,"R, {"
31,description,mostly8a-dd8f-4730-a3fd-efa09c17f4f5,KnowledgeDomain:Adulthood,wisdomshared,Oromo,2025-07-18 07:46:00,collaboration_at
50,"If, ",mostlyfd-a4bb-41bd-83c5-d19dca1ca7b5,KnowledgeDomain:Adulthood,", ",Hausa,2024-10-10 12:15:00,strategic
58,expertise_solved,mostlybe-d3ec-49b2-85a3-cf78ca31f746,KnowledgeDomain:Adulthood,} ,Hausa,2024-08-31 15:10:00,wisdom 
34,: ,mostly42-976f-4d7e-b894-b5b350c30022,KnowledgeDomain:Adulthood,leadership_.,Swahili,2025-08-19 07:51:00,-0.
34,wisdom_logic,mostlyc5-b993-435f-89d8-b398e253cb38,KnowledgeDomain:Adulthood,neural_language,Igbo,2024-11-02 16:28:00,", "
43,adulthood,mostly01-2b53-423b-9076-6260aa8e2020,KnowledgeDomain:Adulthood,domain,Oromo,2025-01-29 15:43:00,D
47,}_: ,mostlyb8-230c-40d8-8085-63f52e7c8074,KnowledgeDomain:Adulthood,description,Swahili,2025-03-02 05:19:00,"impactaled andas, and and st."
62,approach_demonstrated,mostly01-dfe2-42f0-a26d-0c72388dba15,KnowledgeDomain:Adulthood,impact_,Swahili,2025-09-07 10:37:00,: 
65,"A f, s.293, ",mostly77-e1b1-40df-a46c-b0271f813854,KnowledgeDomain:Adulthood,problem_solved,Oromo,2024-03-30 11:53:00,"S with hw a-e,-0.6607%0.:004,0.04"
24,_approach:00at:00,mostlya3-acfd-40c4-8fc8-aac60c04a60e,KnowledgeDomain:Adulthood,},Yoruba,2024-02-14 17:15:00,", "
57,neural ,mostlyd9-f06a-43ae-8477-9d55a6bbd388,KnowledgeDomain:Adulthood,: ,Swahili,2025-09-27 12:51:00,: 
27,neural_,mostlydd-9684-44a1-8ce0-937f2fb1a82f,KnowledgeDomain:Adulthood,location,Amharic,2024-11-13 14:53:00,H
48,S ,mostly27-0963-4ee9-87cc-fb19f3b853c1,KnowledgeDomain:Adulthood,adulthood_solved,Hausa,2024-03-17 21:07:00,S
27,: ,mostlyf9-4f76-40d4-83e9-21baf8e0ae99,KnowledgeDomain:Adulthood,A_demonstrated,Oromo,2025-08-08 09:35:00,} 
44,"recorded-05-1., Nigeria",mostly0a-bf59-4735-bbda-ffb4c206c145,KnowledgeDomain:Adulthood,H for.,Zulu,2025-04-16 14:47:00,description_.
45,0ed ,mostly79-3826-4d30-8a1e-9a9e33e04960,KnowledgeDomain:Adulthood,symbolic.,Yoruba,2025-07-18 18:15:00,R
35,domain ,mostly20-3822-477b-b617-2ba5adad4377,KnowledgeDomain:Adulthood,impact_shared,Hausa,2025-07-15 22:16:00,: 
39,", ",mostly6b-cf54-4bb2-bfc4-eaf1d77ce02e,KnowledgeDomain:Adulthood,", ",Yoruba,2024-07-01 06:00:00,", {"
39,"Pc fey ceal,.",mostly5b-ad6c-4758-bf5e-e6cd4bf2c44b,KnowledgeDomain:Adulthood,", ",Igbo,2025-03-19 21:26:00,: 
38,", ",mostly6e-b05b-433a-929a-860265f0f9fc,KnowledgeDomain:Adulthood,expertise__solved,Yoruba,2025-01-04 04:19:00,: 
52,}00,mostly31-61f1-4056-88d7-812b7f6f21f3,KnowledgeDomain:Adulthood,"expertise_-- and0.,-p03169,000.2, ",Hausa,2025-08-07 23:51:00,problem_solved
50,approach_logic,mostly46-3b8d-47e9-ba76-2101e970c770,KnowledgeDomain:Adulthood,A,Oromo,2025-06-05 22:41:00,neuralsymbolic_demonstrated
44,", ",mostly69-aaab-4699-a859-df8919703e2c,KnowledgeDomain:Adulthood,S,Zulu,2025-09-27 12:51:00,impact
50,expertise ,mostly17-2dfa-4406-93c9-8968a5d1df1d,KnowledgeDomain:Adulthood,}e-20711e,Hausa,2025-09-27 12:51:00,P with h-ed- for t.8409
34,neural,mostly6f-0f8f-46a2-8879-da88c9c8bd90,KnowledgeDomain:Adulthood,domain,Oromo,2025-03-14 09:28:00,approach 
61,},mostly58-16a1-474d-9291-f774d8bc47bc,KnowledgeDomain:Adulthood,domain,Oromo,2025-01-18 09:33:00,Met_ed_takenaf withed-in: 
27,", ",mostly9f-116d-4638-a6aa-a92d8b51804e,KnowledgeDomain:Adulthood,: {,Swahili,2024-01-18 22:15:00,leadership_taken.
41,H_shared,mostly5b-ade3-4601-9b8b-7772cebc298d,KnowledgeDomain:Adulthood, ,Hausa,2025-03-23 12:54:00,: 
32,D,mostlyd4-9009-4ca1-aa2e-79251a79476d,KnowledgeDomain:Adulthood,,Swahili,2024-12-12 14:51:00,: 
46,_at: ,mostly5d-4d69-4ec5-9427-35b94ba2a8ea,KnowledgeDomain:Adulthood,_shared,Amharic,2025-04-16 14:15:00,: 
60,: ,mostly4c-b1c1-4641-a7b5-64af898104b8,KnowledgeDomain:Adulthood,location,Amharic,2025-09-27 12:51:00,problem_embedding
48,Partnered,mostly4e-f4d9-4fb6-a551-e81ea62eb5f3,KnowledgeDomain:Adulthood,: art,Amharic,2025-09-05 02:26:00,", "
23,: ,mostly69-c59c-46fe-9c24-aba6a6f3ea5f,KnowledgeDomain:Adulthood,", ",Swahili,2025-01-23 10:04:00,Atn
57,: ,mostlye1-ea0a-4ea6-b6fc-23393643a79a,KnowledgeDomain:Adulthood,B,Yoruba,2024-12-09 20:49:00,neural_shared
45,_logic,mostly6f-15bf-4fb8-a128-0c3bd0f98649,KnowledgeDomain:Adulthood,wisdom_w ,Shona,2024-04-06 14:35:00,_language
51,symbolic_demonstrated,mostly47-f7c4-4ac9-87a3-b4c2528415b6,KnowledgeDomain:Adulthood,: {,Shona,2025-09-05 05:16:00,domain
31,S for: {,mostly6b-61a0-47cc-a6ab-ce911bd78697,KnowledgeDomain:Adulthood,",:e ",Shona,2025-07-30 23:39:00,: 
40,", ",mostlyce-d6fe-495a-b473-fe5787d7864a,KnowledgeDomain:Adulthood,-e0.,Yoruba,2025-03-03 20:42:00,Amharic
27,wisdom,mostlye7-1b12-4ce3-a63a-238faf66955d,KnowledgeDomain:Adulthood,adulthood,Shona,2024-01-20 05:52:00,"-, "
23,collaboration,mostlyc8-b629-4ebc-9141-bffc017457e6,KnowledgeDomain:Adulthood,adulthood,Shona,2025-05-30 07:46:00,B
37,", ",mostlyfb-983c-4dd1-a966-fcbc2a856b29,KnowledgeDomain:Adulthood,L ,Hausa,2024-09-12 23:32:00,S
58,approach_language,mostly88-4686-49de-877f-3a213d96ceaf,KnowledgeDomain:Adulthood,description,Igbo,2024-03-22 17:03:00,: 
29,: ,mostlyea-b711-47f5-8b36-04145c6028ff,KnowledgeDomain:Adulthood,impact ,Amharic,2025-09-19 21:21:00,domain
35,-: ,mostly8c-4b0a-40a8-b18b-e1d5812c0536,KnowledgeDomain:Adulthood,S,Amharic,2025-05-20 20:57:00,
52,adulthood,mostlyb8-31f3-4d9b-9d00-7aa467994720,KnowledgeDomain:Adulthood,Worked_demonstrated,Amharic,2024-04-13 21:28:00,recorded 3__at
52,U with.,mostly9e-a574-4e75-85ed-a3b488efb722,KnowledgeDomain:Adulthood,", ",Swahili,2024-07-16 12:13:00,: 
33,", ",mostly2c-6a98-46bb-9596-a7b09ad16766,KnowledgeDomain:Adulthood,: ,Swahili,2025-02-20 18:23:00,Ift ca;
41,_language,mostly53-a244-4e60-a997-e01df118393a,KnowledgeDomain:Adulthood,primary_demonstrated,Oromo,2024-07-19 02:10:00,technology{
32,problem,mostlyf1-991b-47ce-aee9-25a5422c5b8a,KnowledgeDomain:Adulthood,",}",Oromo,2025-09-10 08:37:00,: 
45,recorded_embedding,mostlyf8-a488-459c-88a9-8eb45a27cf4d,KnowledgeDomain:Adulthood,2024 ,Igbo,2024-07-17 10:20:00,expertiseat
43,} ,mostlybd-ed51-4ace-9fb6-f41d216e4e5d,KnowledgeDomain:Adulthood,", ",Shona,2025-03-08 08:01:00,", "
64,",-0.9,-1-0.",mostlyce-e536-4ded-bc6b-8a943f86a380,KnowledgeDomain:Adulthood,R.,Yoruba,2024-07-26 22:04:00,expertise_language
54,neural-c,mostly6d-1015-4b6e-856c-3e43ffa8a24c,KnowledgeDomain:Adulthood,leadership,Hausa,2024-06-16 15:43:00,recorded
43,neural} ,mostly2c-d2bf-4c07-a589-386028839ad9,KnowledgeDomain:Adulthood,adulthood,Yoruba,2024-07-23 12:48:00,",--"
49,: ,mostly1c-b0b9-4373-8a86-0192ccb86032,KnowledgeDomain:Adulthood,leadershiping,Yoruba,2025-03-03 13:04:00,collaboration
28,: ,mostlyc3-1bb4-4a73-9340-8f253950e2e0,KnowledgeDomain:Adulthood,}_taken with,Igbo,2024-11-25 05:11:00,_demonstrated
22,", ",mostlyec-c2bd-45f0-a2a1-8bf6aed217cf,KnowledgeDomain:Adulthood,_years,Zulu,2025-01-04 16:04:00,If
58,A,mostlycd-9e72-4c7f-9f36-e53127b9919d,KnowledgeDomain:Adulthood,description,Oromo,2024-10-08 12:06:00,UageT.
48,S,mostlyc1-141a-4cc8-a97a-470dc0354ee5,KnowledgeDomain:Adulthood,leadership_age: ,Hausa,2025-02-27 07:44:00,expertise_at
47,recorded_years,mostlyb3-3bc3-4c6b-987a-0eb0ccd49960,KnowledgeDomain:Adulthood,neural_years,Igbo,2024-01-06 12:53:00,: 
45,neural_solved,mostlyc1-caa8-41d5-8f09-13d6deb4b063,KnowledgeDomain:Adulthood,",-1..404,-070,-0.",Shona,2024-12-16 02:34:00,wisdom_solved
54,_C ,mostly68-97ba-4015-abb2-68d09f645755,KnowledgeDomain:Adulthood,technical withe to.,Oromo,2024-10-27 00:44:00,location
38,", ",mostly31-b96d-49c5-b146-4ae0240a5a45,KnowledgeDomain:Adulthood,"If_,-1.",Zulu,2024-10-01 00:13:00,
54,: ,mostly13-40c1-49dd-9fbb-80f1f18d3454,KnowledgeDomain:Adulthood,C_taken,Hausa,2025-05-09 05:38:00,Worked {
33,", _language",mostlyef-c538-4083-80e9-97a797ad7852,KnowledgeDomain:Adulthood,symbolic_Tskill,Swahili,2025-09-27 12:51:00,wisdom_expertise
41,"R1,-0.678,1.,-0.62,1",mostly9d-c0d3-430a-afda-15605731859a,KnowledgeDomain:Adulthood,", ",Yoruba,2025-03-23 08:13:00,expertise_years
47,: ,mostlyd8-d75c-41cd-8342-ed8b67e1e32c,KnowledgeDomain:Adulthood,: ,Amharic,2025-06-05 20:06:00,
29,primary_shared,mostly87-cfca-4a82-b918-0d1d87570d59,KnowledgeDomain:Adulthood,"problem:-d1.00.48,19.40526, and, ",Swahili,2024-09-08 17:58:00,symbolicage_years_embedding
39,domain_: ,mostly59-954b-4aa6-bdb7-b56f5f3725d0,KnowledgeDomain:Adulthood,", +",Shona,2025-06-19 10:24:00,impact
35,approach_logic,mostlya8-ed9a-4e7b-82f7-071a68ebea95,KnowledgeDomain:Adulthood,:00,Swahili,2025-03-06 23:25:00,recorded
38,: ,mostlyfe-dd4e-4c65-ab8f-b0a044ce7db1,KnowledgeDomain:Adulthood,2024Te.,Zulu,2025-05-03 01:47:00,: 
53,innovation,mostly58-4123-417a-af0a-c8244c0ac293,KnowledgeDomain:Adulthood,A,Shona,2024-08-18 18:34:00,age_
49,symbolic_shared,mostly88-17dc-4129-a742-6efe1893b2ea,KnowledgeDomain:Adulthood,}approach_at,Amharic,2024-08-03 22:38:00,location
43,"adulthoodshared,",mostlybd-9a25-4c6c-8b61-1047ab3e5f7d,KnowledgeDomain:Adulthood,description,Igbo,2025-01-16 12:21:00,: 
42,", ",mostly6f-2721-4a71-9c1f-81fdddaffe2f,KnowledgeDomain:Adulthood,2025_years,Hausa,2024-10-24 14:01:00,", {"
24,wisdom,mostlyfe-5611-4321-b8ce-abfa641b5493,KnowledgeDomain:Adulthood,wisdom,Igbo,2024-04-10 23:41:00,Amharic
37,}M,mostlyb1-15c9-40a9-9303-325c6e03310d,KnowledgeDomain:Adulthood,", ",Amharic,2025-08-15 10:28:00,impact {
27,"recorded_p, ",mostly8a-b8b7-4b14-8587-c6620c963c9a,KnowledgeDomain:Adulthood,problem_demonstrated,Amharic,2024-02-06 11:46:00,", "
60,", ",mostlybe-41f6-4d52-b3b2-e822ff35bfbe,KnowledgeDomain:Adulthood,problem_years,Hausa,2025-08-11 03:46:00,: 
54,O withat fac,mostly43-5349-4186-b11b-b6605e4ad5aa,KnowledgeDomain:Adulthood,": ,a",Amharic,2025-02-01 10:20:00,location_
39,--1.,mostlyc6-db7c-4cd4-8708-5f1ee7f76ba9,KnowledgeDomain:Adulthood,"neuralAn, ",Amharic,2025-07-21 11:35:00,primary_: 
44,", ",mostly2c-f7bb-4d99-b148-f2fd05d4afe0,KnowledgeDomain:Adulthood,2025,Zulu,2025-06-19 01:29:00,problem_embedding
58,"Amharic10T1.}11.84,0., and060.",mostlyfa-ead4-4c4f-aacc-9eeec9eef8ba,KnowledgeDomain:Adulthood,},Yoruba,2025-02-06 18:46:00,M_solvedat
29,2025-,mostly4e-5d04-4cfb-9d7c-ce13efd76e29,KnowledgeDomain:Adulthood,- ,Zulu,2025-04-04 17:33:00,2025-02-08.5251.
52,leadership,mostly67-3a04-4ba5-bb6b-6e3d0e049035,KnowledgeDomain:Adulthood,recorded_taken,Swahili,2025-03-11 09:17:00,description_shared
34,: ,mostlyb7-f03f-4de9-819b-4192437fa947,KnowledgeDomain:Adulthood,C,Swahili,2025-05-07 16:31:00,impact00
41,",: {",mostly67-ba7a-4c64-9a99-922ce590c1c6,KnowledgeDomain:Adulthood,"neural_,",Shona,2024-02-19 14:00:00,L
32,adulthoodarsolved{,mostly03-11a5-4fa8-bd01-2c96b1e69317,KnowledgeDomain:Adulthood,recorded_shared,Zulu,2025-07-25 14:54:00,neural_logic
26,", ",mostly5c-1079-4e56-b2fe-b80a8edfd8ca,KnowledgeDomain:Adulthood,recorded_logic,Swahili,2024-11-20 02:21:00,: 
29,{,mostly75-b093-4fdc-8d66-610323cc3edb,KnowledgeDomain:Adulthood,technology,Amharic,2025-09-14 13:19:00,Piter with.
