age_years,description,id,labels,location,primary_language,recorded_at,symbolic_logic
19,peer_gainedes,mostlyea-e1d4-447c-b45b-8ad64bf1d093,Adolescence:KnowledgeDomain,", ",Oromo,2024-10-27 12:56:00,: 
15,scenario_logic,mostlyac-9c8d-4155-b400-a590bac434e2,Adolescence:KnowledgeDomain,"age, ",Igbo,2024-06-23 16:09:00,2025_growth
18,: ,mostlye5-748b-4642-918e-6180964d0aaa,Adolescence:KnowledgeDomain,cultural_years,Oromo,2024-12-07 22:45:00,A 
19,", ",mostly6a-a1da-44b2-a306-2087dbab6de2,Adolescence:KnowledgeDomain,", ",Oromo,2024-01-18 14:23:00,Aten aae msa inar tots; c c aen ss ay paerset wpg; ands;wc theedar inkaalr andals.
15,",_at",mostly3f-dcdb-4b6a-9fcd-17856576de35,Adolescence:KnowledgeDomain,Ae,Swahili,2024-03-16 22:32:00,2024-6-031.
18,", ",mostly91-366d-4138-86d6-12025044bfb9,Adolescence:KnowledgeDomain,"recorded,00",Swahili,2025-05-12 09:17:00,M
13,C,mostly4a-d0fd-4c30-88b2-4dd712825db3,Adolescence:KnowledgeDomain,recorded_gained,Igbo,2024-08-21 20:32:00,D_ 
14,description,mostly53-290e-4847-ad85-c4323d238394,Adolescence:KnowledgeDomain,P_03.,Zulu,2024-06-09 09:23:00,: 
18,location,mostlyec-d357-442f-b0a2-6734127bd2fb,Adolescence:KnowledgeDomain,emotional_embedding,Amharic,2025-04-04 10:26:00,"}1, {"
16,age_type,mostlyb8-a7c5-470b-8b88-2db305c5029f,Adolescence:KnowledgeDomain,", ",Yoruba,2024-01-03 21:41:00,location
17,,mostlyf6-08bd-41ea-9c40-8010aa135b31,Adolescence:KnowledgeDomain,cultural__at,Swahili,2024-12-22 20:16:00,2025_process
18,B anders.,mostly2c-9a33-487d-9dca-af1b50772032,Adolescence:KnowledgeDomain,"H, ",Oromo,2024-06-16 21:04:00,2024_process
19,The_type,mostly44-671a-47e6-a3bf-6c9885b9590a,Adolescence:KnowledgeDomain,: ,Amharic,2024-06-30 07:23:00,wisdom_tension
19,adolescence0_ a afer pted; c theltes aa.,mostlye3-7794-427a-a8af-6aec7004c501,Adolescence:KnowledgeDomain,age} lembedding.,Hausa,2024-06-05 16:48:00,: 
13,neural_embedding,mostly6a-0ee3-4923-b19e-cf45266d08f2,Adolescence:KnowledgeDomain,scenario_growth,Swahili,2025-02-07 04:20:00,S_
16,emotional_gained,mostlyf8-7c71-4f47-a5b6-0b07df5b345c,Adolescence:KnowledgeDomain,A_at,Swahili,2024-04-05 18:05:00,location
18,CApa anderperdat s toiploers to.,mostlyd1-2cab-43b9-9b88-72bea34e57e3,Adolescence:KnowledgeDomain,R ,Zulu,2024-03-13 18:57:00,0.
17,age_gainedyears,mostlyc5-2b43-4e6c-b407-462cf27d9e10,Adolescence:KnowledgeDomain,,Oromo,2025-09-18 00:08:00, 
15,Aes for c ;s.,mostlyed-3b9c-4b5b-9fdd-7dcd335401a4,Adolescence:KnowledgeDomain,: a-.,Zulu,2024-01-14 18:14:00,outcome
16,emotional_tension,mostly84-e7d2-4076-b09e-16820a835278,Adolescence:KnowledgeDomain,outcome,Swahili,2024-07-24 11:09:00,emotional_
17,neural_tension,mostly0e-cc9b-4f83-acff-82a741d7d2e0,Adolescence:KnowledgeDomain,description,Hausa,2024-01-22 18:57:00,leadership 
16,scenario_type_language,mostly16-590e-4654-a926-0889fbaa83e2,Adolescence:KnowledgeDomain,", ",Hausa,2024-03-04 18:06:00,scenario_type
17,He_,mostly46-69ad-4729-bd44-55a7d884a0cf,Adolescence:KnowledgeDomain,emotional,Oromo,2025-09-26 21:20:00,}_gained
15,_tension,mostly49-5a4c-4ef1-981c-4f1421561adf,Adolescence:KnowledgeDomain,He,Yoruba,2025-09-17 08:41:00,symbolic
17,", ",mostlyf3-31c0-4f83-a0fa-3445596c9789,Adolescence:KnowledgeDomain,"Heoners,0.",Hausa,2024-07-28 21:56:00,0
19,"}, Ethiopia {",mostly76-6fa2-42c1-b49b-6effc156fa0f,Adolescence:KnowledgeDomain,outcome,Swahili,2024-07-28 02:12:00,"scenario, "
19,_embedding,mostly86-ca99-440c-af20-5a4a4002d0a3,Adolescence:KnowledgeDomain,reasoning_,Hausa,2024-11-10 01:20:00,location
15,"She, ",mostly33-0e7f-4e90-8a28-e9bcc90fcc91,Adolescence:KnowledgeDomain,", ",Amharic,2025-09-30 21:39:00,leadership_type
19,outcomeal,mostly79-d1c4-4832-b260-f0bbc3fff71c,Adolescence:KnowledgeDomain,,Oromo,2024-03-25 22:01:00,", "
13,location,mostly2d-1edf-4681-87d2-d9122c827936,Adolescence:KnowledgeDomain,"Mtitteeaer, and;e forleddaling, .",Amharic,2024-12-25 11:30:00,age_
17,primarye-0.,mostly5e-c071-42de-832b-8a3a27393f5d,Adolescence:KnowledgeDomain,"primary, ",Oromo,2024-05-26 17:25:00,peer_
16,outcome,mostlyf2-199b-4c0a-85a5-41e3632677a1,Adolescence:KnowledgeDomain,"He, ",Swahili,2024-08-06 11:36:00,In
15,", ",mostlyd6-d972-4943-8927-c32e875aa39e,Adolescence:KnowledgeDomain,adolescence,Swahili,2025-09-30 21:39:00,", "
18,} ,mostlya7-51b1-4b01-9f5e-a1ba743caefe,Adolescence:KnowledgeDomain,",",Swahili,2024-08-30 16:26:00,He type
19,age_tension,mostly07-c426-4f79-8247-730d3b1cb883,Adolescence:KnowledgeDomain,", ",Igbo,2025-07-26 02:51:00,20240.
17,Asen,mostlyaf-ed8b-4359-a7a5-ac690ec93061,Adolescence:KnowledgeDomain,recorded_embedding,Yoruba,2025-03-29 19:44:00,reasoning_process
19,reasoning_years,mostlyd5-e153-4af1-9aa9-ced2fa7892ce,Adolescence:KnowledgeDomain,: ,Igbo,2024-03-25 22:44:00,recordedoutcome
19,Alpc a for fy.,mostlya1-6efd-4e6b-82bd-2e804581d64f,Adolescence:KnowledgeDomain,2025s,Hausa,2025-09-30 21:39:00,2025-02-0702-1.
13,"2025m, tension",mostlyd8-c624-4acd-9609-2dc99133d841,Adolescence:KnowledgeDomain,reasoning_dynamics,Zulu,2024-07-06 21:14:00,"ethicall, "
19,A,mostly97-3216-48db-af01-c3cf5f05ad1f,Adolescence:KnowledgeDomain,recorded ,Swahili,2025-08-15 01:53:00,cultural
18,,mostlyb0-4cbc-4686-9804-d48b507946e9,Adolescence:KnowledgeDomain,outcome_logic,Yoruba,2025-02-17 02:30:00,
13,He_,mostly76-8627-48df-b3d1-b575723cf809,Adolescence:KnowledgeDomain,}} ,Amharic,2024-10-16 14:26:00,recorded_years
15,C,mostly6a-3492-4a4d-a4d1-5bb129b54478,Adolescence:KnowledgeDomain,neural_growth,Swahili,2024-11-22 05:26:00,", "
14,emotional ,mostly0c-f605-4d30-9f28-6474ca330f27,Adolescence:KnowledgeDomain,recorded_type,Hausa,2025-06-07 21:16:00,She_years
13,"-0,0.",mostly35-4b79-4684-9218-519504e8755e,Adolescence:KnowledgeDomain,", ",Amharic,2024-08-14 11:20:00,"She.7, "
13,", ",mostly56-3a22-4f1c-9501-37217dc147fe,Adolescence:KnowledgeDomain,location,Igbo,2025-09-30 21:39:00,wisdomgrowth_growth
16,neural_at,mostly13-c03c-4afe-9792-f6d85e026851,Adolescence:KnowledgeDomain,S_gained,Amharic,2025-07-05 09:44:00,A
17,age_tension,mostly2c-e755-4914-8ae5-002085193ee2,Adolescence:KnowledgeDomain,":0.13598,,0.,-30.4,1.9,040.6",Amharic,2025-01-16 12:15:00,recorded_years
19,description,mostlya3-1cd5-47d4-82f2-43274b945ce4,Adolescence:KnowledgeDomain,scenario_gained,Shona,2025-09-30 21:39:00,"0.,0.29,0.4529."
17,neuralemotional,mostlyaa-cbc7-49ee-af3f-6a2b0563f951,Adolescence:KnowledgeDomain,Ae,Zulu,2024-01-24 11:23:00,emotional_process
18,wisdom_embedding,mostly1c-1293-49ff-a2e8-81d3c6563fb7,Adolescence:KnowledgeDomain,description,Amharic,2025-04-27 15:37:00,scenario_type
13,,mostly92-0468-4d97-921b-66902191d93f,Adolescence:KnowledgeDomain,recorded_at,Swahili,2025-09-30 21:39:00,",outcome"
13,: ,mostlyf3-7d1c-4f8b-a814-d73ec4ffa2cd,Adolescence:KnowledgeDomain,"Ma, ",Zulu,2024-05-31 01:31:00,Friends sderer toitt mar for;l.
18,primary_language a,mostly51-fd04-44be-bfdd-bc6228d4220f,Adolescence:KnowledgeDomain,recorded: ,Swahili,2025-06-08 13:16:00,_process
14,"2024,:t",mostly92-ee9a-4049-9371-4f7e8f4edd41,Adolescence:KnowledgeDomain,location,Oromo,2025-03-05 16:34:00,", "
19,The_logic,mostlyda-8f11-41cd-89de-8027e436411c,Adolescence:KnowledgeDomain,emotional,Shona,2025-05-03 12:29:00,recorded
15,"Aler,ing ",mostly3f-4836-415a-a49c-155df7d1bf84,Adolescence:KnowledgeDomain,If ,Amharic,2024-02-23 07:35:00,Atensionrat in thealer cen a with dts a fors ( the the tdc meiceny foringing; to in bit;yces.
17,adolescence,mostly9e-0ac9-4433-9b04-353b070b6c99,Adolescence:KnowledgeDomain,ethical,Yoruba,2025-02-10 11:23:00,: 
14,Aal a inyensaingelyy f with thes ini fit;aereaderlseedc and pesation,mostly28-abef-45df-8fa8-c15077d7dcc4,Adolescence:KnowledgeDomain,", ",Swahili,2025-09-30 21:39:00,location
13,description ,mostlye6-51d4-42da-88f0-d90557f3e452,Adolescence:KnowledgeDomain,reasoning_language,Oromo,2024-01-30 21:54:00,} {
13,location,mostly79-b2f9-418c-adb1-9243802c3d73,Adolescence:KnowledgeDomain,", ",Igbo,2024-10-08 11:26:00,A {
14,primary_,mostlyf6-2b3e-4a2a-923b-77bbc0085584,Adolescence:KnowledgeDomain,", ",Swahili,2024-06-09 05:50:00,outcome
15,emotional_:,mostly02-4325-4669-84be-8df638355cc8,Adolescence:KnowledgeDomain,R,Swahili,2025-01-12 13:15:00,primary 
14,: ,mostlyb4-c3e3-41d8-99ca-7efcd6017d62,Adolescence:KnowledgeDomain,wisdom,Swahili,2024-09-30 00:56:00,
19,primary,mostly56-8339-41e7-82e1-73820174698e,Adolescence:KnowledgeDomain,"A10.990.01396,-.39.90129.",Igbo,2024-06-13 12:45:00,neural_gained
19,A ,mostlyb4-eeb1-41d5-b6c3-d1de511aee95,Adolescence:KnowledgeDomain,H_dynamics,Amharic,2025-02-28 14:08:00,", "
19,neural_dynamics,mostlycd-474b-4e77-9eee-02473e90cc26,Adolescence:KnowledgeDomain,outcome,Hausa,2025-06-23 14:55:00,symbolic_at
18,", ",mostly61-cc09-4a0e-933d-cb132fe60167,Adolescence:KnowledgeDomain,symbolic_type,Amharic,2025-05-28 16:01:00,At;r f sit.
17,primary,mostlyb9-e181-45a7-a839-f583eb7544f2,Adolescence:KnowledgeDomain,A,Amharic,2024-09-26 16:23:00,adolescence
17,"independence-11,00t,0.",mostlyf2-b3c8-4a50-8854-90b34f89d910,Adolescence:KnowledgeDomain,,Hausa,2025-09-28 11:19:00,"Au_, "
18,neural,mostly3d-5be6-493a-95b0-7866d84d6d16,Adolescence:KnowledgeDomain,neural_growth,Zulu,2024-04-04 22:56:00,symbolic_: 
13,wisdom_growth,mostly60-7161-43e2-9be9-c83ab4780652,Adolescence:KnowledgeDomain,description,Zulu,2025-01-09 11:09:00,location
18,",logic0.",mostlye6-89df-4a58-a19e-a6c07dde5126,Adolescence:KnowledgeDomain,2025 ,Yoruba,2024-07-25 20:35:00,descriptiontension
14,", ",mostly4b-4e38-4bf6-86f8-9edfcb8601b7,Adolescence:KnowledgeDomain,B ,Shona,2024-02-24 19:41:00,emotional_language
17,reasoning_tension,mostly59-5688-4712-a7bc-693f2f6d8a0a,Adolescence:KnowledgeDomain,scenario_dynamics,Amharic,2025-01-09 09:42:00,", "
13,If,mostly87-c951-4941-b876-5442806b8e36,Adolescence:KnowledgeDomain,age,Igbo,2025-05-20 06:44:00,wisdom_logic
17,recorded_type,mostly61-6457-4faf-822a-91b363ff8496,Adolescence:KnowledgeDomain,primary_growth,Zulu,2025-06-23 18:18:00,recorded_process
17,: ,mostly35-5338-407c-8e1b-015ce4d65273,Adolescence:KnowledgeDomain,{,Hausa,2024-04-09 08:19:00,: –p to.
13,{,mostly94-2bd9-4610-b2c2-b98148c4b24c,Adolescence:KnowledgeDomain,peer_type,Igbo,2024-05-21 07:24:00,outcome
18,-_11,mostly1a-6576-44d5-8e63-c14dfbf86b7e,Adolescence:KnowledgeDomain,reasoning {,Shona,2025-02-24 20:30:00,: {{
13,reasoning_at,mostly01-f7fb-4ed9-8f2f-f4d84c4ef7f8,Adolescence:KnowledgeDomain,wisdomSyears_ate sers the ae; aoes.,Swahili,2024-05-14 01:31:00,emotional_
13,outcome ,mostly58-970f-4e5f-a2c9-98900d1a6409,Adolescence:KnowledgeDomain,She ,Hausa,2025-09-30 21:39:00,", "
19,"Hecatat sr, ",mostlyd7-d3a3-4333-ba47-4e3beb33cf4d,Adolescence:KnowledgeDomain,", ",Swahili,2024-03-20 04:52:00,} 
17,",_at",mostlyfe-8519-463f-a94c-1cdc32820669,Adolescence:KnowledgeDomain,A to,Shona,2025-04-09 22:31:00,independence3
15,"-,_ ",mostly37-28d8-4bf1-b559-ed1f548865f6,Adolescence:KnowledgeDomain,adolescence,Shona,2024-03-26 07:08:00,cultural_gained
15,"Agrowthen,Ting-t ws,.",mostly31-787f-4b0f-a8c8-d8e9a90c5ab1,Adolescence:KnowledgeDomain,reasoning,Shona,2025-06-03 21:04:00,20243: 
14,location,mostlyc2-6254-4e3b-8082-b40a40b7671c,Adolescence:KnowledgeDomain,"2025, ",Zulu,2025-09-30 21:39:00,", "
14,: ,mostly64-bceb-46c8-a98c-0555b01fde94,Adolescence:KnowledgeDomain,,Hausa,2025-03-05 01:29:00,S_
13,outcome,mostlyfc-2343-46b4-a106-bb46216ab35f,Adolescence:KnowledgeDomain,neural,Hausa,2024-07-18 01:23:00,M 
16,cultural,mostly0d-2601-459a-9d61-a7652af93721,Adolescence:KnowledgeDomain,independence{,Zulu,2024-02-16 11:03:00,adolescence
17,location,mostly8b-f31b-4e42-bea5-0167718d8657,Adolescence:KnowledgeDomain,wisdomscenariogained,Amharic,2024-01-13 09:09:00,outcome
17,", ",mostly1a-28f2-49ee-9dd4-f928e5df6941,Adolescence:KnowledgeDomain,primary_,Igbo,2025-04-07 21:17:00,", "
14,},mostlyd6-9097-42d7-9ac5-ae5fe659f113,Adolescence:KnowledgeDomain,", 00",Igbo,2024-06-23 14:41:00,emotional_
18,"20242,wisdom ",mostlya4-4ee0-4ba3-9bde-10d5791e5331,Adolescence:KnowledgeDomain,reasoning ,Igbo,2025-09-30 21:39:00,reasoning_t
14,A0,mostly97-d451-4ab2-a29d-dc7782d344b4,Adolescence:KnowledgeDomain,",growth",Igbo,2024-02-23 03:02:00,cultural_growth
14,: ,mostly1e-bb9e-4dae-99d6-6dfd3468341e,Adolescence:KnowledgeDomain,reasoning_gained,Hausa,2025-06-26 01:16:00,recorded 
19,M_,mostly61-b918-4947-9ccd-9956669b288e,Adolescence:KnowledgeDomain,", ",Amharic,2024-09-29 04:28:00,wisdom_process
13,age_years,mostly5e-258e-45e7-9c78-3d18ef2d703f,Adolescence:KnowledgeDomain,description_00,Oromo,2024-09-09 01:17:00,location
14,age_growth,mostlyda-03c8-4f02-b878-e4846388eaf1,Adolescence:KnowledgeDomain,age- intalers.,Shona,2025-04-25 14:14:00,location
13,-_growth,mostly03-d67e-4467-bcd3-14f0a26e2765,Adolescence:KnowledgeDomain,"1years.7272,3--.-0.52305,-0.13449120,41.",Swahili,2025-09-08 16:34:00,wisdom2024 
18,"recorded, ",mostlyc7-c91d-45e4-862e-0a7aeef17336,Adolescence:KnowledgeDomain,peer_language-at,Zulu,2024-05-11 11:53:00,recordeding_}
18,wisdom_primary,mostly0e-c880-4696-ad4a-a97f65b4bf7f,Adolescence:KnowledgeDomain,Some-1.741.,Yoruba,2025-07-05 17:32:00,: 
13,emotional_embedding,mostlycc-7655-4c6d-80c3-df795112f659,Adolescence:KnowledgeDomain,In,Oromo,2024-07-31 14:26:00,reasoning_logic
13,"recorded,cultural_growth",mostly7f-85ed-4891-b8c1-42d0790679c7,Adolescence:KnowledgeDomain,", ",Igbo,2024-12-25 20:01:00,She
15, ,mostly57-4739-463c-acfd-59dfd9146911,Adolescence:KnowledgeDomain,location,Zulu,2024-10-30 19:02:00,outcome
17,: {,mostly65-0efc-4475-8f10-c9b2a98b5148,Adolescence:KnowledgeDomain,emotional_type,Hausa,2024-12-23 06:30:00,The_process
16,recordedembeddingt ,mostly31-0be8-41c2-af0a-f0909bc52675,Adolescence:KnowledgeDomain,In0.,Yoruba,2024-05-18 20:32:00,The
19, ,mostlyd9-41d0-4043-90bb-c2002be364d1,Adolescence:KnowledgeDomain,: ,Hausa,2024-04-01 01:35:00,", "
17,neural_growthgrowth_,mostly37-e7f0-4dd0-91eb-95fcfa9bf0bb,Adolescence:KnowledgeDomain,S_growth,Zulu,2025-09-30 21:39:00,"-101.,-0.65,19T131."
19,", -0.",mostly69-929d-48f2-abfa-acfae9f3bed8,Adolescence:KnowledgeDomain,2025,Igbo,2024-10-19 07:38:00,scenario_at
14,wisdom_logic,mostly79-afe9-483f-8caa-672c30ac5245,Adolescence:KnowledgeDomain,P,Amharic,2025-09-30 21:39:00,primary_growth
16,location: ,mostly5f-6306-4b3c-bbe5-2bbcf19a48ca,Adolescence:KnowledgeDomain,",  ",Shona,2024-04-05 07:35:00,"emotional_,logic"
13,S{,mostlyb0-b5a0-4cae-a944-16dc6908b30c,Adolescence:KnowledgeDomain,recorded_,Hausa,2024-03-16 04:32:00, 
14,", ",mostly67-525f-4058-a465-0f4f5ef922e9,Adolescence:KnowledgeDomain,2024 ,Yoruba,2025-09-30 21:39:00,__
16, ,mostly2b-e2b5-45cc-bf46-5fcaa1372a92,Adolescence:KnowledgeDomain,primary ,Amharic,2024-02-24 08:50:00,primary
13,emotional,mostlyb6-a291-4c78-879d-fb361ecee070,Adolescence:KnowledgeDomain,: ,Hausa,2025-04-15 20:35:00,", "
14,age}stt- ander to.,mostly5a-8448-4d0e-95b1-606efa31f011,Adolescence:KnowledgeDomain,O ,Igbo,2025-07-13 23:17:00,description
18,He,mostly11-fb53-4693-833a-3fb5bf91566f,Adolescence:KnowledgeDomain, _years,Yoruba,2024-07-25 06:23:00,cultural_type
15,peer-{,mostly7a-d66f-4b5e-b704-97b56b5a588c,Adolescence:KnowledgeDomain,: ,Igbo,2024-03-09 10:53:00,recorded_gained
18,", ",mostlyda-9a16-4a20-a2bf-b46652979754,Adolescence:KnowledgeDomain,age_gained,Shona,2024-04-26 14:05:00,-
16,reasoning_,mostly7f-d683-4577-9ccb-9963c188d669,Adolescence:KnowledgeDomain,location,Yoruba,2024-05-29 16:41:00,2024
13,"2024-,-.9,-1.7044,0.080.79169,-0.95,1.317,-0.85, Nigeria4-0.02,--0.33,0.2,01.31,0.,30.0218182,0.6084:94-0, ",mostlyc1-b57c-4dde-933d-2a85ccf49389,Adolescence:KnowledgeDomain,}20249,Amharic,2025-02-06 02:11:00,scenario_type
17,", ",mostly53-6ab5-43ec-9a9e-c9a99d9d7d8e,Adolescence:KnowledgeDomain,primaryembedding_language,Hausa,2025-03-17 21:27:00,: 
15,: ,mostly8c-b97f-435e-9227-cf1630bb9f51,Adolescence:KnowledgeDomain,symbolic_languageat,Zulu,2024-07-09 17:21:00,neural_type in
16,age__language,mostlyab-d33b-488b-96b6-636998228958,Adolescence:KnowledgeDomain,age: {,Zulu,2025-09-30 21:39:00,"emotional, "
16,2025_type,mostly6c-811d-4a8e-bc48-ef2456f27a94,Adolescence:KnowledgeDomain,"Thee, ",Yoruba,2024-12-03 15:54:00,independence 
17,Friends ,mostly56-3bf9-426d-a005-c9122257eedc,Adolescence:KnowledgeDomain,If,Hausa,2025-02-23 22:14:00,{
16,location,mostlyb9-fa74-4a2a-8ef2-847c64bbddcc,Adolescence:KnowledgeDomain,reasoning_gained,Oromo,2025-01-06 22:08:00,: 
16,symbolic_-,mostlyb5-26e7-4d57-9f8e-7e9904e2a155,Adolescence:KnowledgeDomain,reasoning_tension,Oromo,2025-04-05 21:26:00,", "
17,,mostlybc-0e1c-4b11-89f6-0f5a0cbb7702,Adolescence:KnowledgeDomain,", ande: ",Hausa,2024-09-01 14:50:00,", "
14,neural_years,mostly91-510e-45aa-b36c-fed5c9853568,Adolescence:KnowledgeDomain,}outcome,Swahili,2025-09-30 21:39:00,", "
19,"2025--,-0.59022723,0.2481.48T79 8",mostlyea-01ff-4696-b121-d3f529906c2f,Adolescence:KnowledgeDomain,recordedpeerage_language,Oromo,2024-04-10 18:03:00,scenario_embedding
14,emotional:0.,mostly05-a9ef-45cb-bd72-ad451dd1eb9c,Adolescence:KnowledgeDomain,location,Zulu,2024-07-26 19:51:00,R 
18,age-; {,mostly01-bbac-4e0e-bb41-fb06b9f460d5,Adolescence:KnowledgeDomain,: ,Oromo,2024-11-24 17:26:00,outcome
15,neural,mostly38-2734-4783-8404-231dc947e746,Adolescence:KnowledgeDomain,recorded_growth,Swahili,2025-09-25 04:21:00,Pe1.
18,", , ",mostly81-7ca2-4de3-8627-64c212f3392f,Adolescence:KnowledgeDomain,: ,Yoruba,2025-09-30 21:39:00,"Sa,."
18,", ",mostlye7-dc78-4a59-8985-10e3dacac2e4,Adolescence:KnowledgeDomain,", ",Yoruba,2024-03-10 16:46:00,peer_
17,primary_language,mostly04-c5bf-4c52-88a4-a55cbbef4cf2,Adolescence:KnowledgeDomain,age_type,Zulu,2024-01-19 16:14:00,cultural
18,-,mostly8b-deea-4920-ac7c-fd26f0088042,Adolescence:KnowledgeDomain,: ,Amharic,2025-06-23 22:35:00,"H_i,1at;g."
17,}_type,mostlyaa-4a99-4f7f-9ec4-9397655bf97b,Adolescence:KnowledgeDomain,He_growth,Zulu,2024-01-17 17:00:00,", "
17,A,mostlyfb-8363-4eba-8272-182e3a3071bf,Adolescence:KnowledgeDomain,emotionals_embedding andin,Swahili,2024-09-16 16:15:00,cultural_logic
16,peer_,mostly20-e62b-4e86-a181-168766e8fa75,Adolescence:KnowledgeDomain, ,Swahili,2024-06-27 02:32:00,2024
13,"scenario_-growth.051,1,0.",mostly46-0248-4bca-9bc8-dbd36e4f5dc2,Adolescence:KnowledgeDomain,reasoning_,Yoruba,2024-09-03 19:08:00,"wisdomter-s forialers tolyer foritations,1ed, and a mer; oen a p l."
13,202400,mostlyf4-a1e3-4ad6-8fed-121097d1e889,Adolescence:KnowledgeDomain,: ,Yoruba,2024-06-16 13:34:00,"reasoning-, "
18,primary_embedding,mostly9a-1863-4836-8256-8956fe931795,Adolescence:KnowledgeDomain,primaryPer inyat; andy ,Amharic,2024-01-16 21:01:00,C
19,-0.83,mostlyc6-a893-4c09-bcf0-85e5ed2e79e3,Adolescence:KnowledgeDomain,location,Shona,2025-05-24 10:26:00,outcome
17,outcome,mostly4e-48a5-41d4-ae30-67ee942348c8,Adolescence:KnowledgeDomain,: ,Shona,2025-03-11 18:54:00,M 
15,peer_process,mostly38-3827-408d-bf13-0b503ec83086,Adolescence:KnowledgeDomain,peer___logic,Shona,2024-10-14 20:23:00,M_processat
15,recorded_language,mostlyd8-1c7d-4286-95bc-3aa7ba583f12,Adolescence:KnowledgeDomain,A,Hausa,2025-09-30 21:39:00,
16,scenario,mostly8d-6b74-4838-913f-863e7a2ed554,Adolescence:KnowledgeDomain,}scenariotype,Hausa,2024-03-21 16:35:00,A 
18,"C, ",mostly65-6fc7-4742-a577-a2fe04c1ab5b,Adolescence:KnowledgeDomain,} {,Igbo,2024-01-07 21:38:00,{
19,A ,mostly31-3407-464c-a91a-db3ac97bf63f,Adolescence:KnowledgeDomain,R,Amharic,2024-04-30 06:01:00,He 
19, ,mostlybe-ed6c-4994-aad6-559b86d4443b,Adolescence:KnowledgeDomain,", ",Hausa,2025-08-25 17:45:00,", "
18,", ",mostly42-b396-41e3-9d82-efba40401c9f,Adolescence:KnowledgeDomain,", ",Amharic,2025-08-05 04:41:00,A}_languageersy c p ine toanit cts aen
14,} ,mostly97-3393-421f-b3b8-44b66b92acc5,Adolescence:KnowledgeDomain,emotional_process,Yoruba,2024-07-20 13:32:00,", "
13,cultural,mostlyd2-ec21-4e57-8120-313fcce5acd5,Adolescence:KnowledgeDomain,", ",Yoruba,2024-01-26 21:06:00,}} {
16,Hedynamics: p; s witharing.,mostlyc1-6caa-477a-b5b2-80cea15fd426,Adolescence:KnowledgeDomain, ,Zulu,2025-06-16 17:15:00,neural_embedding
15,location,mostly79-debc-404b-b9bf-bc3bda189d81,Adolescence:KnowledgeDomain,D,Yoruba,2024-11-07 22:19:00,peer_type
13,location,mostlye9-672d-4220-8172-7913c33911ed,Adolescence:KnowledgeDomain,reasoningl,Zulu,2024-07-31 18:42:00,"Friends,  "
14,2024,mostlyea-a48d-4fd9-af73-4be736eee5fc,Adolescence:KnowledgeDomain,"symbolicgrowthing tos a sc, ",Igbo,2024-01-26 05:01:00,", "
16,", Nigeria_logic",mostlye1-abc5-4fb3-8689-3de9954c1832,Adolescence:KnowledgeDomain,reasoning ,Zulu,2024-02-10 23:23:00,recorded0.
19,emotional,mostly22-614a-4b20-9084-c7009242b813,Adolescence:KnowledgeDomain,neural_embedding,Shona,2025-05-08 23:58:00,{
15,symbolic ,mostlyf2-ef3e-4011-8a8f-90826be0f6f7,Adolescence:KnowledgeDomain,reasoning_ ,Amharic,2025-08-15 20:55:00,wisdom_growthing
17,", ",mostly18-bbca-4b66-b7d0-1a6a482c5d78,Adolescence:KnowledgeDomain,A,Yoruba,2024-05-07 10:08:00,: {
14,primary,mostly35-92de-402a-ba6b-528faeddbd4d,Adolescence:KnowledgeDomain,", ",Amharic,2025-09-30 21:39:00,wisdom_at
16,: ,mostly99-7b1b-4db7-a500-0d7f71b18eca,Adolescence:KnowledgeDomain,", ",Shona,2025-06-28 02:51:00,leadership_language
13,,mostlye2-ca9a-4338-bdd1-9f1edef8fa58,Adolescence:KnowledgeDomain,S_,Oromo,2024-06-06 11:21:00,location
19,peer_years,mostly4a-050c-4e69-8702-e35a9c40c056,Adolescence:KnowledgeDomain,1,Igbo,2024-05-18 09:34:00,_
13,},mostlye4-6435-47fc-8c8d-2cf5da516a44,Adolescence:KnowledgeDomain,Friendserer ,Oromo,2025-06-27 09:20:00,recorded_type
13,peer_years,mostly19-819c-4a9f-944e-d7567b091fe1,Adolescence:KnowledgeDomain,ethical{,Hausa,2024-04-28 09:45:00,"C} to, "
14,", ",mostly58-d6a4-4583-a893-5fa0c0fd637e,Adolescence:KnowledgeDomain,,Shona,2024-09-26 01:14:00,peer__tension
16,location,mostlyf3-1ce8-493e-9896-dd0e8870aa85,Adolescence:KnowledgeDomain,peer_years,Yoruba,2024-06-05 02:17:00,She.
14,neural,mostly25-248a-4e1b-9994-ec8ff333d09b,Adolescence:KnowledgeDomain,symbolic_gained,Igbo,2025-04-09 23:15:00,description: 
18,"2024, ",mostlyaf-b0be-41ae-8b50-f17e1fc1a2de,Adolescence:KnowledgeDomain,",scenario{",Yoruba,2024-06-24 11:55:00,}: 
13,},mostly3b-e66b-4e8a-b90a-f429e4570e38,Adolescence:KnowledgeDomain,culturaldynamics,Oromo,2024-06-25 23:02:00,Friends-03 andy.
17,age_-,mostly6e-ab4d-4891-b9bb-6b199d7233df,Adolescence:KnowledgeDomain,,Amharic,2024-04-23 13:20:00,"recorded, "
17,:,mostly24-d2db-4a5e-8cc1-33e2def4d6b0,Adolescence:KnowledgeDomain,"age-0501, ",Amharic,2025-07-24 12:00:00,", "
16,2025process:00,mostly48-7bea-4be9-8b52-5341992789fa,Adolescence:KnowledgeDomain,,Hausa,2024-12-26 01:42:00,P
