description,id,labels,location,primary_language,recorded_at,symbolic_logic
"2024_,, ",mostly47-b576-4a9b-af9a-6d1230ac7755,KnowledgeDomain:RealLife,Ukosefu ,Zulu,2025-08-10 04:21:00,", "
", ",mostly9b-f54e-41cd-90a1-7fff22c00c3e,KnowledgeDomain:RealLife,,Hausa,2025-02-11 12:48:00,K.
outcome,mostly6f-fa6b-49c9-bdaf-579364638c3b,KnowledgeDomain:RealLife,urban,Hausa,2025-02-08 03:16:00,",0-19.4,1-01.900 0:8,0..265.20137,0.,1.03,5,-0.588,-0.490518, "
primary_insight,mostly07-8170-4b26-8a98-8af7fb9d7366,KnowledgeDomain:RealLife,challenge_,Shona,2025-09-26 02:57:00,challenge_applied
Ifapplied,mostly0d-098d-4edb-9a95-e684bbe20d15,KnowledgeDomain:RealLife,primary,Amharic,2024-02-10 13:59:00,recordedsetting{
"Ku_applied na u, yas kidizi i",mostly2a-df5e-4f87-96fb-f855ae332f46,KnowledgeDomain:RealLife,If ya,Zulu,2025-05-24 12:14:00,symbolicwa
", {",mostlye5-37c8-4e3b-a218-486f8ca94d41,KnowledgeDomain:RealLife,2025 ,Shona,2025-03-25 07:30:00,M}
recorded_at,mostly7b-61f1-4ceb-9cec-9a9b7c858297,KnowledgeDomain:RealLife,solution_logic,Yoruba,2024-07-12 21:12:00,scenario_: {
: ,mostlyc0-9d58-421b-9e90-c837ccabc52e,KnowledgeDomain:RealLife,Kiwag wa,Shona,2024-07-11 06:31:00,Ukosefu_at
U_ yalife,mostlyde-3c68-4e1c-be93-b4d6ff28c25c,KnowledgeDomain:RealLife,Uprimary_used,Swahili,2024-09-11 15:29:00,outcome
transferable_life,mostly7f-b473-4265-b965-4c5fbf4f0c00,KnowledgeDomain:RealLife,environment,Amharic,2025-07-15 01:37:00,location
Dfaced,mostly2e-3ce7-4a49-824b-4a2f705e1e58,KnowledgeDomain:RealLife,setting,Swahili,2025-02-28 01:32:00,":1.79,0.79,1.9931.10.7,0.51994,-.18,12 na ya0.1-1.T220.."
,mostlyf5-11b7-41e2-bf85-b43c17ba4bc3,KnowledgeDomain:RealLife,primary,Igbo,2024-03-17 07:10:00,: 
S_embedding,mostlybb-f1e8-49b4-8fbc-bfa4009d91b0,KnowledgeDomain:RealLife,urban ya ki e,Hausa,2024-01-30 09:27:00,urban{
"Un wa kwajiku ku ua kwam na ku ya ya,- {",mostlyd9-53e3-477c-a6fb-6d33777b85ad,KnowledgeDomain:RealLife,B_life,Amharic,2024-06-05 17:27:00,", "
Igbo wa katika wazidatada wa na ya wa,mostly94-e939-40f9-abb0-463ce1406239,KnowledgeDomain:RealLife,: ,Zulu,2024-09-03 01:11:00,M
", {",mostlyf4-6e81-4127-ad7b-c3a0918675da,KnowledgeDomain:RealLife,transferable_- {,Amharic,2025-06-29 21:40:00,healthcare
A ya ya0 ya,mostly6c-bef7-4701-8f4c-bc250cf90d44,KnowledgeDomain:RealLife,outcomea,Swahili,2024-06-05 11:43:00,":-,- "
", ",mostlyd4-75f1-4e87-9983-76156ea701ec,KnowledgeDomain:RealLife,A_domain,Amharic,2025-02-12 22:07:00, 
neural_applied,mostlyc4-b5b5-421f-94f7-c2d77cdc321a,KnowledgeDomain:RealLife,education,Shona,2024-03-07 05:45:00,primary_usedt
If_applied,mostly04-675e-4ee0-8de2-3944a8779e05,KnowledgeDomain:RealLife,setting,Oromo,2024-12-28 18:32:00,real_insight
location,mostly4b-1371-4d58-a2b3-cbf4b994e180,KnowledgeDomain:RealLife,: ,Shona,2025-01-06 15:05:00,primary_at
real_language,mostly1f-8580-4cbf-b6de-b8f97eb323f6,KnowledgeDomain:RealLife,primaryused,Yoruba,2024-06-03 18:22:00,scenarioprimary {
: used,mostly67-d9f1-41a2-9291-48baafbb0474,KnowledgeDomain:RealLife,Ma_: ,Amharic,2024-08-05 16:36:00,: 
: ,mostly14-fe1b-4248-92ee-b30921be3c56,KnowledgeDomain:RealLife,"Ma, {",Igbo,2025-05-04 21:58:00,D_usedinsight m na
", ",mostlyf2-e264-4ef0-a589-1f205dfdcd35,KnowledgeDomain:RealLife,location ,Yoruba,2024-02-17 16:38:00,
location,mostlyef-425c-4102-904a-621ffd8f940c,KnowledgeDomain:RealLife,If used_ ma,Amharic,2024-08-04 07:35:00,real
: ,mostly09-fb7b-4607-9765-8d235bd59319,KnowledgeDomain:RealLife,solution ,Swahili,2024-05-01 03:09:00,: 
solution_logic: ,mostly53-cc0c-426c-a3ac-9c3b02926b35,KnowledgeDomain:RealLife,neural_,Igbo,2024-02-07 08:53:00,solution_language
U,mostly1a-eed7-4b50-b077-9783013882d3,KnowledgeDomain:RealLife,recorded_embedding,Amharic,2024-07-22 02:16:00,",insight"
solutioni,mostly1a-a9f4-436b-97b8-6dae7ce8b3df,KnowledgeDomain:RealLife,"education wa m-ra,.2,0.58-0-0606,-0.58189,0.266,,09-880.828118,-1.1205-0.-1.5306,1. 15",Yoruba,2025-09-26 02:57:00,resources_faced
Ikiwa,mostly90-4dff-4f7a-a0e8-bcd3365cb9d9,KnowledgeDomain:RealLife,If1,Oromo,2024-07-18 05:43:00,Mku_
ruralinsight,mostly83-6b6e-44f5-9c05-c6022585b876,KnowledgeDomain:RealLife,finance_language,Hausa,2025-06-08 05:05:00,If 
,mostly03-b38f-4df3-a62d-3b12ba29221f,KnowledgeDomain:RealLife,recorded_language,Oromo,2024-11-21 21:23:00,healthcare
: ,mostlycc-b94c-4933-99e3-8a2cb9c894e1,KnowledgeDomain:RealLife,I_{,Oromo,2024-07-05 04:50:00,solutionresources_: 
symbolic_logic,mostly3a-114d-4ab5-b09c-bde19fda5bb1,KnowledgeDomain:RealLife,resources_,Amharic,2024-07-07 17:26:00,primary
locationapplied,mostlye6-1fdb-4df6-ac3a-84f70d54f7b5,KnowledgeDomain:RealLife,urban,Zulu,2025-01-04 11:16:00,", "
Ukosefu ,mostly65-8300-4257-bd18-0e7b0ddff48b,KnowledgeDomain:RealLife,} ,Shona,2025-01-22 19:51:00,neural_domain
", ",mostly83-f032-46ce-b4d2-44527ae34928,KnowledgeDomain:RealLife,challenge_applied,Amharic,2025-07-04 04:24:00,"recorded, "
locationka a i ku ai kwada m mes wa,mostly24-170b-4c1f-9e6f-8c1d8995a351,KnowledgeDomain:RealLife,symbolic_logic,Shona,2024-05-22 02:23:00,outcome
", ",mostlycb-c8da-497a-9011-ba471730a6db,KnowledgeDomain:RealLife,resources_,Swahili,2024-09-19 08:48:00,}outcome
recorded_at,mostlyd7-bbc2-4527-9fdd-42a0e8504ca0,KnowledgeDomain:RealLife,outcome0.,Yoruba,2025-09-26 02:57:00,_at
2024i wa.,mostly1e-c546-4ec3-ad28-75091cc55312,KnowledgeDomain:RealLife,location,Igbo,2024-12-08 09:16:00,-: 
resources_language,mostly25-fb46-41f1-bcd1-9cc83675e1e5,KnowledgeDomain:RealLife,education,Shona,2024-03-02 15:24:00,healthcare
: ,mostly47-6c58-4fb4-89f8-5412ef9fedf1,KnowledgeDomain:RealLife,symbolic_logic,Igbo,2024-11-10 19:15:00,M
N,mostlyd5-5a09-40bb-b301-23750bad82c5,KnowledgeDomain:RealLife,", ",Igbo,2025-08-19 15:53:00,challenge_insight
,mostly73-fd4f-4712-b49e-e5a7b62ead21,KnowledgeDomain:RealLife,location: ,Hausa,2025-09-06 23:13:00,: 
"recordedku, ",mostlyd0-f679-4639-a25e-5d6816721a8d,KnowledgeDomain:RealLife,_real,Amharic,2025-06-20 16:46:00,environment
setting,mostly2c-9cdd-4cdd-b83e-909fbef5b05a,KnowledgeDomain:RealLife,}00 {,Igbo,2024-02-23 06:43:00,}_ wa 
Ma,mostly85-708f-4ec7-9f3a-de06021e4dae,KnowledgeDomain:RealLife,2024:00,Shona,2025-07-27 15:09:00,: 
: ,mostlycb-6c58-4a1c-b539-22689101539f,KnowledgeDomain:RealLife,"2025-0.-,-0.440618,-03,0.24,. 7,-1205.49561,0.77-1,0.8,.",Igbo,2024-04-13 19:53:00,resources_used_used
", ",mostly5d-82b1-4515-a264-f9262f46f92f,KnowledgeDomain:RealLife,M,Zulu,2025-09-26 02:57:00,: 
Zulu,mostly8d-8406-4a94-b1eb-f2c069c208a5,KnowledgeDomain:RealLife,challenge_faced,Amharic,2024-05-16 19:31:00,_at
real_insight,mostly66-8051-4320-9d95-37fd9116992f,KnowledgeDomain:RealLife,", ",Shona,2025-04-23 14:24:00,: 
", {",mostly6d-eaef-40e6-8885-53e44f28e5d5,KnowledgeDomain:RealLife,: ,Yoruba,2025-07-25 12:30:00,outcome
Ukosefuhi,mostly7a-b0b8-4e94-b95c-c98bbb0437a1,KnowledgeDomain:RealLife,: ,Amharic,2025-07-12 01:30:00,", "
"If0.5718,0.36,-.613,0.48,T-.1304,-0.-2670.00,5-0.",mostly15-87aa-4247-bf9e-2f652ec11553,KnowledgeDomain:RealLife,"A, ",Amharic,2024-05-03 12:08:00,I
Mi_domain,mostlye3-1f2d-4323-be55-e8ac81f128a5,KnowledgeDomain:RealLife,Ku,Shona,2025-07-06 02:15:00,B {
A,mostly84-35b9-4b57-a1b3-518905a39c0a,KnowledgeDomain:RealLife,"2025-0.0814,9.219,0.1.54,-0..6679,-0.",Oromo,2024-04-16 22:16:00,solution
", ",mostly23-fdcc-4f4e-b315-decc2283a5b6,KnowledgeDomain:RealLife,", ",Hausa,2025-03-12 01:11:00,D_embedding
challenge_faced,mostlyea-b0a4-4698-8425-2c6a28abb969,KnowledgeDomain:RealLife,"I0.515,,.13,1.7,0.T1010217,-0.6186,7 wa0.0.6-90922,.429,0.1.056.05,T wa.},9804,-0.264,707,0.8,0.,9--0302.,0.,470.46,1.20T--171.,040.0.182,0.,-1.53,-0.08,-0.084,-1.07-,-0.67,-0_19.",Yoruba,2024-10-21 15:43:00,description{
: ,mostlybe-84ba-4bd8-b77a-2dfbad5182a1,KnowledgeDomain:RealLife,location,Shona,2025-09-26 02:57:00,Ku_used 
solution {,mostly1d-03b0-476e-9e5b-ffeb1f0a75c2,KnowledgeDomain:RealLife,recorded__life,Shona,2025-05-11 00:46:00,: 
environment} ,mostly64-f69e-4fcb-bd8c-668834df9762,KnowledgeDomain:RealLife,resources,Hausa,2025-07-14 05:35:00,If_at
outcome,mostly78-7c32-42b7-bd5d-35992ac56477,KnowledgeDomain:RealLife,", ",Zulu,2024-08-28 01:09:00,description
", ",mostlyb0-5492-4d73-9883-e71e44ae0739,KnowledgeDomain:RealLife,: ,Yoruba,2025-09-26 02:57:00,recordedku yaji ya_applied
solution_embedding,mostlyee-27b7-4c15-a2cc-b1600620cd52,KnowledgeDomain:RealLife,neural_at,Hausa,2025-05-02 15:28:00,", "
setting,mostly98-18b7-42e6-af14-00f448a01e5f,KnowledgeDomain:RealLife,primary_used,Igbo,2024-08-22 00:59:00,scenario_at
real_embedding,mostlyde-a8b6-4e34-93b8-53943d4e267a,KnowledgeDomain:RealLife,} {,Zulu,2024-04-04 22:35:00,",: "
"2024T--0.24,82,-1.710.2265,0.449, ",mostly4a-b537-44fd-84d2-e7bc8126b0c3,KnowledgeDomain:RealLife,Ki_insight,Amharic,2024-07-09 15:03:00,recorded_language{
", ",mostlya0-7687-4886-9fc4-e52ac33b4bb0,KnowledgeDomain:RealLife,: ,Hausa,2024-03-08 11:14:00,primary_language
transferable_applied,mostly3a-d954-43be-9069-fe028d79ceda,KnowledgeDomain:RealLife,}.,Amharic,2025-09-18 07:24:00,location{
"U, ",mostlya1-4346-4020-9498-f012ca831d00,KnowledgeDomain:RealLife,setting,Swahili,2024-07-14 02:04:00,education
primary_logic-,mostly7f-742c-4ba8-9243-010251337524,KnowledgeDomain:RealLife,challenge_life,Shona,2024-05-18 01:14:00,
primary_life,mostly23-d8e5-4917-995a-f499031a52ee,KnowledgeDomain:RealLife,primary_used,Hausa,2024-05-17 03:48:00,transferable: 
U_applied,mostlyf3-4350-417e-814c-232f3c8bd883,KnowledgeDomain:RealLife,: ,Amharic,2025-04-19 05:00:00,", {"
symbolic_embedding,mostly84-72b4-46fc-97f8-d3475cb27455,KnowledgeDomain:RealLife,: ,Yoruba,2025-05-14 01:39:00,neural_at
Ku_logic,mostlyf8-537c-4bbe-882a-92e9538b33f7,KnowledgeDomain:RealLife,"-140..858.,-",Amharic,2024-01-02 11:36:00,transferable_domain}: 
2024_,mostlye3-6f28-40cd-a677-b4a5120a1309,KnowledgeDomain:RealLife,outcome,Amharic,2024-01-04 12:09:00,M_at
description,mostlya4-5bc2-40d0-9ae0-70b86085661a,KnowledgeDomain:RealLife,: ,Oromo,2025-07-21 05:30:00,primary- 
: ,mostly22-cdad-421c-8030-db855d8debbb,KnowledgeDomain:RealLife,Mi,Shona,2025-09-07 01:18:00,urban
2024,mostly15-dd3f-4ae6-8167-202e8f154710,KnowledgeDomain:RealLife,2024,Hausa,2025-07-13 08:47:00,Ukosefu
primary_-.,mostlyf5-2e40-43d2-83c2-70dff99d72db,KnowledgeDomain:RealLife,"solution-applied4,-0.17,9.,-110.7, ",Igbo,2024-01-24 17:05:00,challenge_faced
description,mostly81-6a5e-4e02-a18c-8ed440070a58,KnowledgeDomain:RealLife,} {,Igbo,2025-08-11 04:15:00,neural_embedding
Ukosefu m,mostly58-e015-48ed-b339-73b8ba56ab9c,KnowledgeDomain:RealLife,"solution_descriptionT,sara, wazi ya ya n na n nawa",Zulu,2024-02-23 05:22:00,real_domain
If,mostlyb3-eb2f-4431-9201-e5b10aa94f7b,KnowledgeDomain:RealLife,-language,Swahili,2024-03-19 03:28:00,If_used
", ku: ",mostly9e-06ce-43b4-abd5-f03dba8a32cd,KnowledgeDomain:RealLife,education_applied,Hausa,2025-05-28 17:20:00,"education, then,-0.6 04,0.,00{"
symbolic_,mostlycb-1179-490e-94a8-c28797793b13,KnowledgeDomain:RealLife,M,Oromo,2024-05-21 15:17:00,scenario_embedding
Mi ,mostly53-cb34-44e4-98d9-fb21b7460975,KnowledgeDomain:RealLife,} {,Zulu,2025-05-21 23:53:00,primary
: ,mostlyd3-5ce8-46c4-964d-d5ee2a9427a0,KnowledgeDomain:RealLife,Ukosefu,Shona,2024-06-11 20:47:00,", "
location ,mostlyb3-b84e-4150-b4d5-c06d0ff0838d,KnowledgeDomain:RealLife,"20240-0.711.926,018266,, ",Swahili,2024-09-02 23:57:00,education
urban,mostly64-ba18-41fd-a2b3-68d1f8f09df5,KnowledgeDomain:RealLife,solution_used: ,Hausa,2025-07-14 11:30:00,education
B,mostly56-a101-4bff-a087-39287d665ea2,KnowledgeDomain:RealLife,symbolic_logic,Yoruba,2025-06-02 10:59:00,solution
"A, ",mostly31-cc4a-482b-ab5d-9fe427f644d9,KnowledgeDomain:RealLife,: ,Amharic,2024-03-04 08:20:00,: 
real_used,mostlyaf-2f57-4ef6-99cc-63c79964739f,KnowledgeDomain:RealLife,: ,Shona,2025-09-26 02:57:00,solution_used
real_logic,mostlye5-189d-4f1e-b257-e35ff892bc48,KnowledgeDomain:RealLife,,Shona,2025-09-26 02:57:00,setting
Mi: ,mostlye7-8e66-4d7f-86a1-82a4e5c88c75,KnowledgeDomain:RealLife,", ",Yoruba,2025-01-26 11:51:00,"I0-3, "
"K_life-, ",mostlycd-818a-42bf-b3da-1a8b3ece2613,KnowledgeDomain:RealLife,description,Shona,2024-02-10 19:54:00,Zulu
}0-04.-0.6,mostly0a-2185-4eff-8f7e-9242a87c0265,KnowledgeDomain:RealLife,neuraloutcome,Yoruba,2025-01-22 02:43:00,"neural2.3,-1.260737,10.96534,0.06"
A,mostly95-1c97-464a-8771-cdbaca461288,KnowledgeDomain:RealLife,", ",Oromo,2025-07-14 12:50:00,"If ya wa-, mta."
setting,mostly6e-d2bd-409f-bd1b-ba4316f5a273,KnowledgeDomain:RealLife,primary_insight,Zulu,2024-07-26 02:56:00,Ikiwa_used
: ,mostly70-ba3f-41ee-860f-bbb6ff333d98,KnowledgeDomain:RealLife,"If wa nama u, basi ya.",Hausa,2025-07-14 19:39:00,primary_
location,mostlyd1-7df2-4cf3-9aa5-d9fe02fb2484,KnowledgeDomain:RealLife,", ",Swahili,2024-11-19 08:26:00,: 
location,mostlyf1-e2d1-4738-b362-66a992204f8c,KnowledgeDomain:RealLife,: ,Zulu,2024-05-02 08:24:00,Ikiwa
: ,mostlyf6-be79-4c70-9dea-094fcb5b6611,KnowledgeDomain:RealLife,finance_at,Hausa,2024-05-10 02:15:00,", "
"neuralinsight, ",mostly2b-a2ca-4453-9430-59c3c68e0be6,KnowledgeDomain:RealLife,location,Amharic,2024-07-03 16:38:00,primary 
scenario_life,mostlybc-57ba-4847-adbc-5cd6f1fa414d,KnowledgeDomain:RealLife,solution_urban.,Amharic,2025-08-14 18:21:00,educationata na ulabaanma wa yaku yali- yaaku u ya wa watara yautka ya a nau.
outcome,mostly83-b06f-43b5-b356-3675c81d4b31,KnowledgeDomain:RealLife,,Shona,2025-06-19 16:14:00,resources_logic
challenge_used,mostly92-7954-48bf-8074-c6765c8c13e1,KnowledgeDomain:RealLife,: faced,Igbo,2025-05-05 17:08:00,", "
coastal,mostlyfa-8b38-4469-92d5-1ab498a8f18a,KnowledgeDomain:RealLife,If_domain,Hausa,2024-08-19 23:50:00,",-07..7,6-0.07025240..,545.,T08,0-050.2,-0.05.,1.79,-1.1912--,0.T5,-0.9304."
"S walid na mao,i ms",mostly98-61a4-4be7-aa85-b1934fa81023,KnowledgeDomain:RealLife,I00le,Amharic,2025-06-02 05:30:00,primary_
primary_at,mostlyd4-5436-4c2a-b617-c93f716bcd60,KnowledgeDomain:RealLife,setting,Yoruba,2024-07-02 06:34:00,: 
}} ,mostlyad-3386-4ca9-a27f-b8956e6f68b0,KnowledgeDomain:RealLife,real_life,Igbo,2024-12-22 23:11:00,
outcome,mostlye6-2bf8-49dd-92b9-4c13e514c44f,KnowledgeDomain:RealLife,scenario_used,Igbo,2024-07-22 19:30:00,
,mostlyd9-143a-4926-99d4-57ae2d4a3b1f,KnowledgeDomain:RealLife,outcome,Amharic,2025-09-26 02:57:00,symbolic_life
finance,mostlya0-7722-46d0-8863-ebb54715313e,KnowledgeDomain:RealLife,}}} ,Zulu,2025-05-01 07:35:00,urban
challenge,mostlyaa-b4d8-45c6-998d-8408e1f3a1fb,KnowledgeDomain:RealLife,Ma,Zulu,2024-03-22 02:16:00,real_used
location,mostlyff-74a2-46da-9b45-3b690f5bc01f,KnowledgeDomain:RealLife,,Shona,2025-09-26 02:57:00,"neural1_logic,0."
scenario_insight,mostly4e-e3fe-4284-9a4a-8162bea8ba1d,KnowledgeDomain:RealLife,Ukosefuembedding na na ya waa nawaa vya,Hausa,2024-03-06 05:23:00,description{
setting: ,mostly44-8dac-41b1-b230-e72aeff2c0bb,KnowledgeDomain:RealLife,: p,Amharic,2025-09-26 02:57:00,"2025used-221.0,1.190823,-0.7, "
S,mostlye7-8963-409d-bb81-caafb70b30df,KnowledgeDomain:RealLife,,Shona,2025-07-19 05:43:00,}_language
reala,mostlyf6-7dba-426a-a5e8-3b57c8d0e81b,KnowledgeDomain:RealLife,scenario} wae washa wa yaki naba ya wa ur wa ya m ma wama yasha,Amharic,2024-01-12 23:58:00,2024
} ,mostly87-fd62-4c0e-9b76-e14b62d378a2,KnowledgeDomain:RealLife,2025- na-0.,Igbo,2025-09-26 02:57:00,
}},mostly51-c210-485c-9b86-d0039c2a8fd8,KnowledgeDomain:RealLife,outcome,Igbo,2024-03-14 15:43:00,", "
_life,mostly81-dd5d-4241-b606-1290e760beb7,KnowledgeDomain:RealLife,K_language,Hausa,2024-09-17 12:58:00,environment
KiT ku ku nao,mostly30-ac78-4224-aab7-ed2075f430ed,KnowledgeDomain:RealLife,rural,Amharic,2025-05-06 05:05:00,If_used
"Ukosefuzi0., i-0.356,,-1.23,0.35,0.58},-1..32615,-1-.70.14,6515,0.4-71.53 ,- ",mostlyda-4c84-48c6-8d39-bc13e9022b5f,KnowledgeDomain:RealLife,solution_embedding,Hausa,2024-12-22 10:54:00,U-0.
"scenario_, ",mostly7f-07ac-4cb1-a6a2-6fd94b1a0679,KnowledgeDomain:RealLife,M_logic,Zulu,2025-08-06 20:27:00,education yama- a
S ,mostlya3-71fd-477e-9259-dd8a4a8ce96b,KnowledgeDomain:RealLife,neural_i: ,Yoruba,2024-08-03 11:02:00,",00"
setting,mostlyb2-2d2f-452a-83d3-88e87455f1c0,KnowledgeDomain:RealLife,2024_used,Zulu,2024-01-28 03:36:00,recorded_
description,mostlyeb-4487-412b-8ab9-210e40c75d7d,KnowledgeDomain:RealLife,recordedwa_language,Hausa,2024-09-26 17:05:00,"U, "
: ,mostly61-e073-49bd-9c60-7f82cf70b220,KnowledgeDomain:RealLife,rural,Igbo,2024-10-08 17:27:00,2024-02a}To: 
"If-10.064942, -T4,-0.268043,- e-T047 ",mostly78-48a2-49bc-baf8-30d152c850f0,KnowledgeDomain:RealLife,coastal,Shona,2024-01-15 16:14:00,
A,mostlyf3-c479-4fae-8064-21b512ec8353,KnowledgeDomain:RealLife,"M0.-24.57418,.0.",Igbo,2024-09-17 06:37:00,Ku_applied
description,mostly64-8cb8-49bb-a6fa-25d8a65eb573,KnowledgeDomain:RealLife,"2024id na,00",Swahili,2025-02-08 12:36:00,scenario_used
: ,mostlyd0-f0e1-4717-842c-a4e0980f03ff,KnowledgeDomain:RealLife,"Ukosefu-1.0}27,. ",Hausa,2024-06-08 19:21:00,
"U,t wakiko",mostlyc4-73f4-4180-b1dd-a29f31492fd3,KnowledgeDomain:RealLife,,Swahili,2025-02-27 23:02:00,If
", ",mostlyb1-8ce5-49d0-a2c3-c2971061ee3a,KnowledgeDomain:RealLife,setting,Oromo,2025-05-22 06:49:00,urban
A{,mostly96-84dd-4499-b4d2-4bc1078bdfb4,KnowledgeDomain:RealLife,: ,Oromo,2024-07-14 22:05:00,
resources_used,mostlyf8-e87a-4086-b6fa-abad8b2536ac,KnowledgeDomain:RealLife,"S} uma:ti, ",Oromo,2025-02-01 06:58:00,}}
outcome,mostly67-2736-46c1-87d2-a79a27b2e686,KnowledgeDomain:RealLife,_solution,Igbo,2025-07-27 16:36:00,", "
symbolic_{,mostly7e-e169-45db-a859-7f3cab70c83e,KnowledgeDomain:RealLife,"-01, ",Zulu,2024-08-09 04:05:00,finance
description,mostly0a-59e9-4f5c-86f1-8b5206a73f50,KnowledgeDomain:RealLife,challenge,Shona,2025-02-28 22:32:00,: 
challenge_i,mostly8b-fbf5-43db-b766-1ea29a659a49,KnowledgeDomain:RealLife,urban,Hausa,2024-05-20 15:35:00,S
solution__,mostly68-68c1-4a2e-9c4d-ac0954aca91f,KnowledgeDomain:RealLife,education,Zulu,2025-09-26 02:57:00,primary_at
S,mostly86-bdd6-4260-a5b1-3707a08b5a49,KnowledgeDomain:RealLife,", ",Amharic,2025-06-04 13:16:00,urban
transferable_embedding,mostly71-4012-4405-b652-8b404d39d3f2,KnowledgeDomain:RealLife,", ",Amharic,2025-08-15 19:06:00,solution_insight
resources_insight,mostlydf-8284-4dd0-b156-27b745646604,KnowledgeDomain:RealLife,primary_T,Shona,2025-07-04 16:11:00,outcome
}_used,mostlyba-4485-4c89-9529-9aab0b90a6d1,KnowledgeDomain:RealLife,", ",Zulu,2024-11-15 15:41:00,resources_applied
Dused,mostlyc7-5b4f-4297-b3e2-70266d5f452e,KnowledgeDomain:RealLife,A_u,Amharic,2025-09-26 02:57:00,outcome
20242:8- ,mostly2d-766f-4077-93a0-a50d4005571a,KnowledgeDomain:RealLife,: ,Yoruba,2025-01-02 08:30:00,education
solution,mostly8c-49a1-46fb-a405-a59391d20747,KnowledgeDomain:RealLife,urban,Oromo,2024-12-07 06:22:00,primary
: ,mostly58-91f0-4d1a-8617-b56ce7522875,KnowledgeDomain:RealLife,: Mo,Zulu,2024-07-19 12:17:00,"A, na "
neural_logic,mostly8f-3f88-4c83-b9b9-90fc490ed16d,KnowledgeDomain:RealLife,Ifwa,Yoruba,2025-02-10 11:44:00,primary_language
}u11_useda wari: ,mostly86-57ee-4c02-a511-941c36f82919,KnowledgeDomain:RealLife,symbolic_{,Zulu,2025-01-28 09:15:00,2024_life
N,mostly48-e86e-4f83-893c-87d44b82ecff,KnowledgeDomain:RealLife,solution_domain,Igbo,2025-04-04 06:48:00,Is_atsi wat: 
", insightapplied",mostlyca-ed73-490f-8807-336588f37e3d,KnowledgeDomain:RealLife,resources_insight,Amharic,2024-10-14 15:30:00,If {
If_used,mostly6c-26c4-49f1-91a1-0cdf3f93fa46,KnowledgeDomain:RealLife,2024_ wa,Yoruba,2024-04-11 06:53:00,location
recorded_embedding,mostly79-b399-427a-bff0-668d9d3d4903,KnowledgeDomain:RealLife,"neural__life, naapplied",Shona,2025-07-17 11:41:00,", "
U_domain,mostly92-c247-4050-89a7-ed585916d010,KnowledgeDomain:RealLife,primary_{,Swahili,2025-05-22 04:38:00,description
S: ,mostlye2-0b87-4988-b6de-c8b0a3d2d989,KnowledgeDomain:RealLife,: ,Oromo,2025-01-27 19:00:00,symbolic_applied
_applied,mostly9e-b31a-48a5-b3bc-0f29df977373,KnowledgeDomain:RealLife,neural ya u,Shona,2024-08-06 17:23:00,"A1ku-0.16,_T0.."
symbolic_ vya,mostly05-d192-459f-a9a1-b1d6d67b485f,KnowledgeDomain:RealLife,If ku,Amharic,2025-06-02 20:30:00,I_insight
", ",mostlyc1-a9c9-4cb3-a49f-7a3bfaf06d70,KnowledgeDomain:RealLife,neuralu,Swahili,2025-03-01 22:26:00,primary_ wa
: ,mostlya1-3339-4e79-9961-c29f6aeda429,KnowledgeDomain:RealLife,Zulue_elogic,Swahili,2024-07-27 11:43:00,location
primary_logic,mostlyff-1ba4-4e61-aebf-230fa7899d34,KnowledgeDomain:RealLife,_symbolicu: ,Yoruba,2024-07-14 22:05:00,"Mu, "
: ,mostly49-b003-4bfb-adce-2aeaf0b1a2c6,KnowledgeDomain:RealLife, ,Amharic,2025-06-25 16:24:00,", "
: ,mostly0b-e6a2-46ad-b9d4-ada05ce725f0,KnowledgeDomain:RealLife,neural,Igbo,2024-06-22 21:44:00,Wa: 
: ,mostly8c-4bcf-49e7-8573-73506b10ff63,KnowledgeDomain:RealLife,,Oromo,2025-09-26 02:57:00,: 
,mostly12-4959-4ba0-be60-2f11b7630f1a,KnowledgeDomain:RealLife,location,Hausa,2024-02-17 19:08:00,K wa
,mostly93-b6dc-4f70-a4fa-f212dd3e9183,KnowledgeDomain:RealLife,coastal,Zulu,2024-03-18 17:34:00,"A, Ethiopia"
resources_applied,mostly81-e5e6-41d6-a2d1-5e3dfbef13fd,KnowledgeDomain:RealLife,"Mi, ",Shona,2024-09-03 12:16:00,", "
real_insight,mostlya6-7876-41ac-9c0d-c7e271ddb1fb,KnowledgeDomain:RealLife,primaryapplied ,Shona,2025-04-11 05:07:00,challenge_ wa
solution_life,mostly01-780d-439c-9c8a-9266368a4c24,KnowledgeDomain:RealLife,symbolic_},Oromo,2024-07-14 08:08:00,: 
: ,mostlybb-e831-40a6-a00b-6a852d992502,KnowledgeDomain:RealLife,rural,Hausa,2025-08-15 06:07:00,: 
", ",mostly81-94e1-4367-a9b4-a5b5468f1379,KnowledgeDomain:RealLife,neural_used,Shona,2024-05-03 21:36:00,real}_applied
outcome,mostlyab-d802-49f4-a776-8ec4afe5be0d,KnowledgeDomain:RealLife,description,Hausa,2025-09-15 08:54:00,Zulu wakulale kura na ku ku.
U.,mostlyae-6575-4387-a7a9-a992f02fd8bb,KnowledgeDomain:RealLife,recorded_domain,Oromo,2025-09-26 02:57:00,outcome wa wa mikopo wa yala.
If ,mostly61-5a18-4cb0-b229-aead1916e255,KnowledgeDomain:RealLife,U,Hausa,2024-03-20 19:36:00,Mdomain: 
