description,id,labels,location,primary_language,recorded_at,symbolic_logic
problem,mostly0f-3547-4590-a035-2435dd7a7d8f,Science:KnowledgeDomain,-00,Yoruba,2024-05-27 03:51:00,knowledge_: 
knowledge__or__statement,mostlydc-bb5b-441b-ba51-7a2106d63909,Science:KnowledgeDomain,topic,Zulu,2024-11-06 11:56:00,problem_or
P.,mostlyee-68c9-4dba-a8c3-ef0a14f21197,Science:KnowledgeDomain,real_type_:-.,Amharic,2025-09-30 18:33:00,2024
:C{{,mostly87-2f76-4628-a749-c3bfb5c9c074,Science:KnowledgeDomain,topic{,Shona,2024-05-15 20:59:00,"Pr ss,-"
findings ,mostlyda-164f-45c2-93bb-c7fcd74d0573,Science:KnowledgeDomain,methodology,Oromo,2025-04-03 08:46:00,00723.
description,mostly7f-715d-44bd-aa63-5ff9c756786b,Science:KnowledgeDomain,computer -,Oromo,2025-05-16 12:18:00,A_language
methodology,mostly7b-e859-412e-bd4f-db53d84c2454,Science:KnowledgeDomain,science3,Oromo,2024-03-23 03:48:00,}_language
L.,mostlyba-905d-4f8b-acab-9a0c29d4e674,Science:KnowledgeDomain,discipline,Amharic,2024-06-24 06:07:00,findings_T_statement
", ",mostlye3-c110-4c68-adb5-64310a661fee,Science:KnowledgeDomain,In,Igbo,2024-03-31 20:44:00,A and 
In_.,mostlydb-73ab-4a82-b360-865257c5ed1d,Science:KnowledgeDomain,problem_at,Yoruba,2024-05-18 06:10:00,D
L_or _:{,mostly5b-5011-4b3e-9bcb-9cf878021877,Science:KnowledgeDomain,Aeer_statement: ,Oromo,2025-05-20 19:50:00,topic
neural_,mostlyfb-a1d2-42b8-8769-deb34076d1fc,Science:KnowledgeDomain,description,Amharic,2025-09-30 18:33:00,", "
,mostly50-ebfa-49a8-8fc7-6d00f693b0c1,Science:KnowledgeDomain,: ,Shona,2025-03-18 10:41:00,}
P,mostly5f-4ac7-438d-8481-93dec3f93daf,Science:KnowledgeDomain,}{,Yoruba,2025-08-11 21:50:00,C
", ",mostlyf1-b840-4a3c-b8a6-0efc8458d430,Science:KnowledgeDomain,applied03,Amharic,2024-06-15 02:12:00,symbolic_or_or_embedding
: ,mostly43-8ef3-4663-b4aa-8abd1a340025,Science:KnowledgeDomain,R and to.,Yoruba,2024-07-26 14:30:00,"primary-ty,-1."
If,mostly10-3818-4dfb-bfb6-58b7e767f027,Science:KnowledgeDomain,findingsle.,Oromo,2024-08-09 13:30:00,: 
computer_typeeed ine.,mostly8b-18e6-4b2a-9e1c-98e7008d3fb1,Science:KnowledgeDomain,findings_2025,Shona,2024-08-22 18:43:00,discipline
symbolic_solution,mostly04-c183-4117-981f-41f3394155ea,Science:KnowledgeDomain,Improves_t,Shona,2024-09-13 22:58:00,problem: 
", ",mostlyed-b948-4473-a1c5-0ece91bdc492,Science:KnowledgeDomain,P,Zulu,2024-08-05 04:59:00,2024-04: 
M,mostly5c-789a-458f-9aff-fc7eb103d921,Science:KnowledgeDomain,recorded_at,Amharic,2025-04-06 11:28:00,appliedproblem
: ,mostlyfe-2cc2-4ad5-a7f6-e07852ec87db,Science:KnowledgeDomain,How00,Igbo,2025-05-01 18:08:00,"description orppationre f totnsh fored with, Nigeria;."
:00,mostly80-7af1-49c6-bdad-87b1a56bd23d,Science:KnowledgeDomain,computer,Hausa,2024-09-04 21:46:00,M
: ,mostly9a-f48b-4322-ba58-a0f22472f77b,Science:KnowledgeDomain,recorded_application,Zulu,2024-09-23 11:45:00,location
knowledge_application,mostly49-47d0-4975-be11-d50b8f722e92,Science:KnowledgeDomain,science,Shona,2025-03-08 16:08:00,: 
description,mostly97-8162-4b7e-880b-5103186a00d1,Science:KnowledgeDomain,2025,Swahili,2025-03-02 04:35:00,"science0-0.6825,-0.,0.2-23.08"
: ,mostlyff-55a9-4a49-b25d-0acefea2ae60,Science:KnowledgeDomain,"experimental-0.7033,0.104,-0.6",Oromo,2024-05-04 05:03:00,M
Pes for in,mostly4a-becf-4100-948d-e539515ed008,Science:KnowledgeDomain,Shona,Hausa,2024-10-31 23:56:00,science
"Cc_orh withtnes ar-ation.,0.133,.",mostlyf5-0a4d-4592-9add-1f36a6c0948f,Science:KnowledgeDomain,: ,Hausa,2024-06-13 13:15:00,primary
2025.,mostly07-6022-4e49-9d31-c966c136644d,Science:KnowledgeDomain,problem_: ,Igbo,2024-08-08 22:26:00,"knowledge_, 1-.6,0.292,-0.68,-0."
topic,mostly73-25e6-4187-9964-9dc823507d77,Science:KnowledgeDomain,discipline,Oromo,2024-01-09 03:17:00,C_n: 
S_,mostly7c-6089-4c0a-b154-464c44cd8fb5,Science:KnowledgeDomain,science,Oromo,2025-01-18 15:11:00,"2024or ofs alser, andoarinationm f"
}_discipline,mostly06-3a2d-49b1-b6e0-97615068f586,Science:KnowledgeDomain,knowledge_solution,Zulu,2024-03-21 05:29:00,:00
primary ,mostlyaa-501c-408f-86ed-43bdf8234567,Science:KnowledgeDomain,: ,Amharic,2025-03-03 10:36:00,discipline
location,mostly3a-c6db-443a-ad21-780e30ee3f57,Science:KnowledgeDomain, ,Oromo,2024-02-05 20:03:00,
"R-0.-T12:,-0.1923",mostlyac-3c7d-4d28-bcd1-a5085bca2a75,Science:KnowledgeDomain,location,Zulu,2024-12-28 05:58:00,recorded_al_ats
knowledge_statement,mostly06-63f4-4782-a3f4-079f4bcbf52f,Science:KnowledgeDomain,findings_solution,Swahili,2024-11-19 16:30:00,findings_statement 
"L., ",mostly5e-afcc-429d-be9b-be51186b2535,Science:KnowledgeDomain,Sal aed in,Igbo,2024-01-29 07:41:00,problemor_embedding
"20240.4,",mostly7d-f74d-4c55-9817-a6326a185236,Science:KnowledgeDomain,M_ing,Hausa,2024-03-25 22:52:00,2024-07_logic
F,mostlyc5-ae3c-4ecc-9c7f-7ed654469578,Science:KnowledgeDomain,"Com cyableed,ing. fory,  s.",Amharic,2024-03-24 22:41:00,recorded
Howorosor p ai.,mostly38-4c43-4a21-bda7-4944d3009856,Science:KnowledgeDomain,"2025-100797,-0.5670,4",Igbo,2024-05-18 17:45:00,location
", ",mostlyac-60eb-47b8-b15e-5452ee90b2c6,Science:KnowledgeDomain,: ,Shona,2025-06-30 18:17:00,"A in t to dr witheres to;sf, and s c p c and-0."
primary ,mostlyae-cd88-494f-aac5-da4f439dfd01,Science:KnowledgeDomain,D.59s1,Igbo,2024-05-24 00:32:00,: 
", ",mostlyf7-3700-4fbf-9819-20c1884c1ae2,Science:KnowledgeDomain,"recorded_,",Igbo,2025-09-30 18:33:00,symbolic foria andic p.
science ,mostly1d-af16-4e6c-bbe0-c5ef3832a00d,Science:KnowledgeDomain,: ,Swahili,2025-08-01 15:52:00,knowledge_dlanguage
L ,mostlycb-3eef-4385-830c-0936e245f79d,Science:KnowledgeDomain,{,Swahili,2024-11-05 08:25:00,problem_solution
F and with,mostlyd4-8033-4321-bf7b-df8b2a9b151e,Science:KnowledgeDomain,discipline,Yoruba,2024-01-13 11:10:00,
recordede_ ,mostlyb4-a6d5-42ed-a739-437e9adf63ad,Science:KnowledgeDomain,B,Oromo,2025-08-14 01:33:00,recorded 
: ,mostly77-aedc-44cb-addb-a57e5bfb42f5,Science:KnowledgeDomain,"applied, Nigeria",Swahili,2024-10-05 22:27:00,Sr_embedding-it
primary,mostly7f-9e96-4a5f-a39d-b2e0586c03b9,Science:KnowledgeDomain,symbolic_statement,Zulu,2024-04-01 14:54:00,
findings_embedding{,mostly7d-f023-4a53-bbd8-38a0f5ecfd01,Science:KnowledgeDomain,G,Swahili,2024-10-17 07:07:00,neural_statement
D,mostly96-e990-457c-bfdf-bf5d494697e4,Science:KnowledgeDomain,findings_solution,Swahili,2025-07-04 12:18:00,methodology
G-,mostly11-6367-461b-a7fd-879ff16930c7,Science:KnowledgeDomain,} ,Igbo,2024-02-06 12:54:00,engineering 
: ,mostly92-304e-496d-968e-13102038e272,Science:KnowledgeDomain,applied_language,Igbo,2025-02-07 22:25:00,-1.
findings__application,mostlyd9-8b31-49f9-a31d-d8a9c250ef2b,Science:KnowledgeDomain,2024-1.,Yoruba,2024-02-11 12:01:00,neuralT{
", ",mostlycb-da26-4ca4-9cef-2702fc1e5d1d,Science:KnowledgeDomain,{{,Shona,2024-05-05 15:21:00,knowledge
", ",mostly6c-f4fe-4ad2-8916-f0523fcce456,Science:KnowledgeDomain,topic ,Amharic,2024-10-25 16:17:00,findings__
problem_eapplication,mostly1a-1144-47f1-8629-e9200e19bd91,Science:KnowledgeDomain,P,Amharic,2024-04-15 02:30:00,S
P,mostlyea-f66a-4b0a-8aa2-8ab78f99ad66,Science:KnowledgeDomain,discipline,Zulu,2024-08-14 00:32:00,neural._ingssolutionh for p c.
"2024-1.2,-8T,-010009T,0.939,-.",mostly91-7bd3-4b34-abba-34d9dd685fc0,Science:KnowledgeDomain,: ,Amharic,2024-04-03 14:26:00,2025_statement
: ,mostlyda-2a25-45fc-9a4c-eb8910c1e04a,Science:KnowledgeDomain,methodology,Swahili,2024-02-03 03:02:00,".T7,-2408-01_language"
discipline,mostlyfe-fa51-44a6-a2b2-475f47a6f7a3,Science:KnowledgeDomain,problem_embedding,Igbo,2024-10-26 01:15:00,problem_ats
"descriptionoringapplication and s mal,-. ",mostly8f-7ed7-46ec-898f-e87ab1441951,Science:KnowledgeDomain,Indgor andes in inm toedfi ,Swahili,2024-02-26 22:53:00,findings_statement
real_ ,mostly27-1919-4fc1-944b-2da49a6c9547,Science:KnowledgeDomain,", ",Oromo,2024-07-03 20:24:00,",  f"
} ,mostly96-e3b2-4b61-8b08-d0fe6da329de,Science:KnowledgeDomain,knowledgeor_at,Amharic,2024-04-29 06:19:00,: 
"2025T-29,-1.038,--0.",mostlye5-2293-4762-8d75-0b8fea5fd52c,Science:KnowledgeDomain,"2025-29--0404,-09 ",Yoruba,2025-08-25 09:19:00,B of 
:600,mostlyc2-5fa4-418c-bd38-a298ec113685,Science:KnowledgeDomain,: ,Shona,2024-08-19 12:03:00,A
Gming ,mostly19-6a24-437a-8830-c2ff0d7e5e07,Science:KnowledgeDomain,recordeded,Amharic,2025-05-21 20:03:00,computational_:  to tobingy.
S,mostly69-c86f-4797-b21c-15cc55d22fec,Science:KnowledgeDomain,If,Yoruba,2024-07-11 20:26:00,symbolic_t 
",2",mostlybb-3984-4983-9fb9-7c049d2eba1d,Science:KnowledgeDomain,How_: ,Hausa,2024-11-08 22:45:00,"E-s in for ands.8.58,-0.-1959,--0.33,0.4,"
"recordedtereing toer d_,00",mostlybc-da34-4098-8ff7-88303792495a,Science:KnowledgeDomain,2025-0.,Yoruba,2025-02-11 05:54:00,description
} recorded ,mostlye4-e369-4c45-8b9b-582eda46499c,Science:KnowledgeDomain,description,Shona,2024-07-12 10:59:00,M_embedding dorationp 
"M, ",mostly45-7f25-4bc4-8187-b1ba45608182,Science:KnowledgeDomain,Lor_language,Hausa,2025-09-11 21:05:00,", "
",",mostly3a-af61-41d4-8a4c-14dfd0138155,Science:KnowledgeDomain,:,Yoruba,2024-11-04 11:01:00,S
problem_embedding,mostlya4-34d3-4116-91ae-185da67ac1dd,Science:KnowledgeDomain,My in,Yoruba,2025-06-04 16:07:00,computer.
", ",mostly62-337e-43b8-950a-98d3ebe65cf6,Science:KnowledgeDomain,"2024-0.23,-1.639,0location0.861,-0T1.531-05",Swahili,2024-11-25 12:56:00,neural_:
P,mostly26-e56d-443d-9446-26f29fcb2ab3,Science:KnowledgeDomain,", ",Hausa,2024-12-04 11:44:00,} {
N,mostly6b-de70-43c0-a5d1-e22a9ffb628a,Science:KnowledgeDomain,P,Hausa,2024-05-03 15:03:00,real_solution
:  frepon,mostly60-96c0-41a7-bc1f-8a2e78641696,Science:KnowledgeDomain,location,Hausa,2024-11-26 22:36:00,topic: 
topic,mostlyab-3382-4736-a46f-55c4c5c2b5ef,Science:KnowledgeDomain,"C, ",Igbo,2024-04-30 02:31:00,science
",20.34,-10--0.4, Nigeria23-0.014,-0.587017,-0.23,0.808, _statement",mostlyfc-06eb-4f62-85d4-d637bfe95f65,Science:KnowledgeDomain,methodology,Swahili,2025-09-10 00:01:00,20251.
scienceees.,mostly42-afef-4ebd-9b96-f65f1969f6f6,Science:KnowledgeDomain,: ,Hausa,2024-06-19 07:03:00,: {
methodology,mostly6b-108f-4acc-8685-fe7c579769e6,Science:KnowledgeDomain,Medes with inal tot ander,Igbo,2024-03-05 01:12:00,", "
primaryalvessable ,mostlyb6-bca4-441c-9881-115de054d7bc,Science:KnowledgeDomain,} ,Yoruba,2025-09-30 18:33:00,E 
discipline,mostly27-d143-443a-8a61-459295be0fd2,Science:KnowledgeDomain,,Swahili,2024-12-26 22:22:00,"Men to inc,ingort-y for pe andls andtaroit forsitses,."
Pdor and a,mostly36-3e08-496c-bd0f-ccc9fbbc0bc6,Science:KnowledgeDomain,: ,Yoruba,2024-05-19 12:29:00,}location
", ",mostly18-a83c-4e60-90e1-e7e3996dde26,Science:KnowledgeDomain,findings_ing forrn-ern of andered for m iny,Oromo,2025-09-30 18:33:00,: 
computational,mostly34-a88c-4167-ab7d-6eebfdfb292c,Science:KnowledgeDomain,symbolic_at,Igbo,2025-05-24 06:10:00,", "
description,mostlyf9-be0a-412d-ac14-15a711b7b59d,Science:KnowledgeDomain,", ",Hausa,2024-04-12 01:30:00,: 
"2025-1.14,0.",mostly83-27d6-49cf-a4bf-d3fbd05feb56,Science:KnowledgeDomain,neural_at_application for,Yoruba,2025-09-30 18:33:00,scienceor_application: {
 ,mostly2f-2a22-44e4-8ccd-35294458f304,Science:KnowledgeDomain, ,Amharic,2024-08-29 16:57:00,E and
knowledge,mostlyd5-06ea-4bdb-8c9c-8287aa253b62,Science:KnowledgeDomain,"Alspcationging with p in_edalcar dman to sa, ",Hausa,2024-01-13 20:41:00,Improves m
location,mostly3e-eec9-4509-a0c7-a40a5d4bacc8,Science:KnowledgeDomain,", ",Swahili,2024-09-09 03:47:00,description
",",mostly55-9a55-4509-b4d7-3ffe84ab6a50,Science:KnowledgeDomain,methodology,Oromo,2024-02-06 05:28:00,", "
2025-0.,mostly60-ea4d-4df8-8709-9de17ee8e5f2,Science:KnowledgeDomain,problem_solution,Swahili,2024-02-25 08:53:00,real
", _solution",mostly9f-7169-4222-9674-cbfedbf4b329,Science:KnowledgeDomain,: ,Shona,2024-04-30 03:39:00,primaryerl.
",0location",mostly3e-e420-469c-bc6b-7734a9a8f78d,Science:KnowledgeDomain,", ",Igbo,2024-05-04 01:31:00,{
"realproblem, and.",mostly2d-55ab-4c20-a489-3d1300ba917b,Science:KnowledgeDomain,problem_: ,Amharic,2024-12-18 23:50:00,"Feds p,"
: ,mostly7c-1d1a-44ce-a9a2-21a4377c771c,Science:KnowledgeDomain,: ,Yoruba,2025-02-17 05:26:00,findings_embedding
: ,mostly80-6d16-4703-aaaf-319c0964d6ad,Science:KnowledgeDomain,M_at,Igbo,2024-04-10 06:30:00,Improves_or_logic
":-0.11,-1.36,1.-24, ",mostlyd7-1182-48aa-bd04-595d000f17fa,Science:KnowledgeDomain,G,Shona,2024-11-06 03:48:00,G 
engineering_er,mostly94-2e06-4a48-af82-3f48f8e3750d,Science:KnowledgeDomain,knowledge,Yoruba,2024-09-23 19:50:00,description
C_at,mostly42-8de7-469e-adad-190437f004e2,Science:KnowledgeDomain,: ,Hausa,2024-04-01 19:53:00,
recorded_solutionor: ,mostly42-c1ee-44eb-9ca1-a239d3278e3e,Science:KnowledgeDomain,primary_type,Yoruba,2024-08-23 09:08:00,science
M_type: ,mostlyd2-3b27-491d-b19d-4ab019ccfa33,Science:KnowledgeDomain,"experimental_-logic0.5-, ",Zulu,2024-01-17 19:15:00,realed fors
", ",mostlya6-b5cb-43cb-a279-c511df3d0ade,Science:KnowledgeDomain,primary_at,Yoruba,2025-09-06 12:36:00,C
computeraning,mostly5e-d971-4dd8-ab39-47d088b3f966,Science:KnowledgeDomain,symbolic_T,Oromo,2024-08-17 06:03:00,B_world 
science ,mostlybb-86a0-41a9-896e-6fc7f0f8a1dc,Science:KnowledgeDomain,20241.-9,Zulu,2024-06-01 11:31:00,recordedan andt m l
"2024-,0.58T0.0.7-_06",mostly5f-13ed-42c8-af1d-1933811a4490,Science:KnowledgeDomain,Gworld ,Igbo,2024-06-25 19:28:00,}}- 
symbolic_type,mostly59-67a6-4cdc-bf1d-4d5a3a0d65e2,Science:KnowledgeDomain,knowledge_description,Hausa,2024-08-11 19:22:00,S_solution
knowledge_type,mostly3c-c1a6-4201-b38f-3934283e16e0,Science:KnowledgeDomain,How,Igbo,2024-09-06 08:03:00,location
topic,mostly05-8f43-4f2a-81b5-45c540c03976,Science:KnowledgeDomain,: e anded,Amharic,2025-06-26 00:00:00,real_at
", and and",mostlyfd-9188-4177-a217-91d0e8f2246c,Science:KnowledgeDomain,.11,Shona,2024-01-24 11:01:00,primary_language
topic00,mostly01-db6f-4cf7-9e1d-9707f1c3065e,Science:KnowledgeDomain,findings_er_language,Oromo,2024-11-03 00:55:00,", "
location,mostlyff-a396-42da-82cc-0748c6da0e2c,Science:KnowledgeDomain,If d watero po c ,Oromo,2024-07-21 00:42:00,location
applied,mostly45-3fdd-46e8-99c8-fabca2b92ab1,Science:KnowledgeDomain,"Sors and or,-",Igbo,2025-05-28 15:59:00, 
"science, and",mostly8b-4cc9-4777-b16d-c0bc66181fd3,Science:KnowledgeDomain,applied,Igbo,2024-06-08 14:44:00,C
"recorded_or_, ",mostly1b-9f46-47f7-b1f8-7c44f0366bd8,Science:KnowledgeDomain,science,Swahili,2025-01-16 01:08:00,real_statement
findings,mostly36-e131-437e-ad69-24162a20049e,Science:KnowledgeDomain,problem_science,Yoruba,2024-06-17 21:01:00,P{
science,mostly42-2ac7-4725-91ec-db2d17452db9,Science:KnowledgeDomain,2024,Yoruba,2024-02-24 03:03:00,",- "
"2024--TT1.044095,-0.3.9053,-10-.423 ",mostlyca-cc68-4aa7-a373-f8f198560154,Science:KnowledgeDomain,findings_statement,Igbo,2025-04-21 00:31:00,description
How pedes ins_ss.,mostlydd-c347-463d-8b95-3bbf9f9015bb,Science:KnowledgeDomain,"How, and ",Swahili,2024-02-17 02:47:00,description
"2024-.0.,-0.679.",mostly3f-d635-4961-bea4-0744c0ceef33,Science:KnowledgeDomain,location,Amharic,2024-02-21 07:24:00,0.
science,mostlyd6-a7e0-4e24-b1d1-5a2f24d3890b,Science:KnowledgeDomain,", ",Oromo,2025-04-28 14:02:00,recorded_
"-1-0.9-71_world, ",mostly7d-a70d-4869-a5a8-e49a649961a1,Science:KnowledgeDomain,A per ,Shona,2024-04-27 01:22:00,discipline
2025_statement,mostlyab-b54f-47a0-923a-98368626fa6a,Science:KnowledgeDomain,}} ,Hausa,2024-01-17 00:08:00,",-0."
S with,mostlyf9-7a89-48b9-ae32-3afa102ab954,Science:KnowledgeDomain,science,Hausa,2024-09-26 20:09:00,recorded_knowledgel 
F- ,mostly87-adbf-4e04-9b3e-981b6169f3a5,Science:KnowledgeDomain,}: ,Oromo,2025-05-24 06:28:00,: 
0.,mostly05-c043-47c7-ad68-4edbeb2fc4ac,Science:KnowledgeDomain,location,Yoruba,2024-07-04 01:44:00,Car
methodology,mostlya4-75bb-4970-8755-5095045cdcf2,Science:KnowledgeDomain,findings,Swahili,2024-04-12 15:51:00,", "
A_s,mostly0d-2a0b-42c9-8886-48e6fbdeec7c,Science:KnowledgeDomain,P,Amharic,2024-09-19 00:41:00,Fy-_ata
symbolicmy and crop and crop with.,mostlye6-1f9f-4b10-b955-63203c5bd9c8,Science:KnowledgeDomain,}} ,Shona,2025-08-06 16:54:00,neural_statement
} 00,mostlya3-8410-4530-8aa2-be6d457433bd,Science:KnowledgeDomain,} ,Shona,2024-07-06 21:53:00,: 
M_: ,mostlyab-9b63-4c9d-a348-9d143ede66c9,Science:KnowledgeDomain,",findings_world-costc, andaorp-",Hausa,2024-12-01 16:00:00,In_embedding
: ,mostlyc6-7955-4226-b6f5-e09c22f184bc,Science:KnowledgeDomain,discipline,Yoruba,2024-01-05 16:44:00,} 
 ,mostly73-03d7-4ac7-a292-e282004bbd4f,Science:KnowledgeDomain,"experimentalsr,-0.047,2primary0.",Oromo,2025-08-12 13:22:00,", "
real_at,mostly54-67fd-4f24-973c-74fe6043668f,Science:KnowledgeDomain,neural_type,Oromo,2025-09-30 18:33:00,: 
science,mostly5e-5a9d-4cfe-962f-9294c6f6fc33,Science:KnowledgeDomain,neural,Swahili,2024-09-08 16:47:00,"Mor ast bseriicoresiiting andit andty.,"
science,mostly08-9505-40b1-9707-2d42a7a9f834,Science:KnowledgeDomain,topic,Shona,2024-05-08 05:48:00,}} 
":--06,12",mostly82-1cc8-42fc-bbe3-4eca906d9a6c,Science:KnowledgeDomain,science,Shona,2024-08-24 17:33:00,location
2024_world_} ,mostlyb9-0c46-4ae5-ae2e-b2652a86f480,Science:KnowledgeDomain,: ,Amharic,2024-06-12 13:48:00,: 
M ,mostly70-7299-4154-897d-4677fb47b09a,Science:KnowledgeDomain,2024,Yoruba,2025-06-30 17:24:00,neural_embedding
symbolic_logic,mostly16-dcc1-4690-9ca3-66bc1fc0793e,Science:KnowledgeDomain,: ,Amharic,2024-06-25 01:45:00,K.
problem oringed withgcse forerf,mostly35-745f-4e11-9a0d-ac5442c8683d,Science:KnowledgeDomain,", ",Amharic,2025-04-30 22:02:00,L
P,mostly13-7a87-4160-b85b-c1257a19dac1,Science:KnowledgeDomain,discipline,Swahili,2024-10-31 17:51:00,A
L,mostly2e-353c-4ea5-8f68-13eea08c70fc,Science:KnowledgeDomain,",0.",Igbo,2024-04-29 19:28:00,topic
"N_-0.76,05.2.,0.7.679668T, and1-99,.",mostly90-95cf-4d23-a1d7-cc50d9023f02,Science:KnowledgeDomain,", ",Yoruba,2024-09-07 01:43:00,M_application: 
M,mostly94-8597-4237-8c7a-1e9f2d60e3a5,Science:KnowledgeDomain,methodology,Yoruba,2024-07-12 00:02:00,}_application
{,mostlybd-3829-4c47-9609-504bf956e2e5,Science:KnowledgeDomain,M ,Hausa,2025-07-18 09:17:00,knowledge_or of
location,mostly88-6b08-4931-b88a-43eb74bddf56,Science:KnowledgeDomain,"P,0.8-1,1.4,-0.033536,-1.18.146,.8402, ",Igbo,2024-07-05 18:39:00,science
,mostly8c-0279-4c33-ba08-510856fedf9e,Science:KnowledgeDomain,symbolic,Amharic,2024-06-29 08:18:00,"symbolic toaer_ andpitt anditesationif with withyv p with-f andation_ed-, "
symbolic_or_statement,mostly3a-19cf-4ece-bfcf-6e8d7bb7115b,Science:KnowledgeDomain,}description,Amharic,2024-09-05 00:25:00,: 
primary_application,mostly48-70f4-4202-8771-6c28ded20292,Science:KnowledgeDomain,problem__or,Shona,2025-06-14 03:44:00,P_at to ine p ofic.
knowledge_embedding}: ,mostlya0-648c-4635-9848-60352d146146,Science:KnowledgeDomain,M,Hausa,2024-09-04 08:45:00,recorded_world
", ",mostly91-1690-4a7d-98fa-5951eb8fffdd,Science:KnowledgeDomain,real_application,Amharic,2025-06-06 21:27:00,:  
science,mostly4b-7422-44cf-a96d-b82ea6ec0e03,Science:KnowledgeDomain,} ,Amharic,2025-01-02 22:35:00,real_statement
appliede toap,mostly62-5234-469b-9dd2-bdb3e73e5053,Science:KnowledgeDomain,"In-e.15edy, ",Hausa,2025-04-11 16:35:00,: 
P forsgals to.,mostly50-6e66-45de-9d19-344cdc96c2a3,Science:KnowledgeDomain,"knowledge_,solution",Amharic,2025-01-02 08:33:00,: 
symbolic_application,mostly45-bfbc-41ad-a6d9-9b19e197b541,Science:KnowledgeDomain,location,Shona,2025-04-21 01:15:00,description 
"primary,locationmethodology",mostlybd-5c25-413d-ae76-4c3578d9e81e,Science:KnowledgeDomain,recorded to,Shona,2025-04-14 16:26:00,"knowledge, "
location,mostly88-726c-4c91-9649-9113f7d671be,Science:KnowledgeDomain,", ",Oromo,2025-02-23 23:28:00,: 
recorded_or_embedding,mostly91-abfd-4368-8883-8e94dbc156b6,Science:KnowledgeDomain,2024,Amharic,2024-04-01 09:47:00,Bat
symbolic_or_at pes_solution,mostly98-8f96-4859-be5c-06a105162e7d,Science:KnowledgeDomain,findings_type,Shona,2025-05-01 05:18:00,"findings-11 s of_, "
F,mostly23-7d2f-40f7-97ec-1281d85011b3,Science:KnowledgeDomain,-cost4,Zulu,2025-07-31 03:31:00,applied
{,mostlyba-6399-4502-8ca0-c95e405bcca9,Science:KnowledgeDomain,,Swahili,2025-05-20 21:41:00,Improves
P,mostlyfd-caaf-4a63-ac1f-4dfe45b11555,Science:KnowledgeDomain,location,Igbo,2024-02-07 21:28:00,How
P_statement,mostly73-d74c-4764-a23b-10416e17d0e4,Science:KnowledgeDomain,,Yoruba,2024-09-10 16:46:00,"primary-2.40T,.-."
", ",mostlyef-165e-4446-8070-c0a287430921,Science:KnowledgeDomain,: ,Igbo,2024-08-10 19:17:00,: Tdescription f tar toered with faed and
knowledge_language,mostly40-3283-4a75-8fd6-7d7b825d037f,Science:KnowledgeDomain,findingsT,Yoruba,2024-08-09 03:46:00,A anderma.
locationo,mostlyea-61a5-49aa-99e4-5b1474d531cf,Science:KnowledgeDomain,N,Oromo,2024-11-15 23:24:00,-{
T,mostlyf8-7443-4e72-ad68-d9e2c5b4d995,Science:KnowledgeDomain,: ,Amharic,2025-02-28 21:08:00,applied
science,mostlyc0-49cb-47c6-814d-8701475ad31b,Science:KnowledgeDomain,}} {,Oromo,2025-01-06 20:56:00,Insarre m and watering mon with ming b and
"M andau, field ",mostly0c-0fa6-4762-859c-3961bb2584c2,Science:KnowledgeDomain,"description-1-0-0.598124,8",Yoruba,2024-05-18 22:14:00,2024--0102-30.
G,mostly4e-205c-4e7b-82cb-4ae6085f060f,Science:KnowledgeDomain,findings_statement,Zulu,2024-10-08 06:05:00,topic
topic,mostly89-daf9-4b3c-b9aa-f7f35a46bf03,Science:KnowledgeDomain,If,Oromo,2024-04-19 16:14:00,"recordede,- Nigeria_: "
:_:00,mostly47-448c-4e26-9dfb-8f799bd884f7,Science:KnowledgeDomain,M,Amharic,2024-09-15 16:57:00,experimental
science,mostlyc0-06cf-4397-bb58-8b7aba1068f2,Science:KnowledgeDomain,", ",Igbo,2024-07-31 16:48:00,"P to, {"
Mar,mostly62-1d01-4771-8d1b-2ccb9478bbfc,Science:KnowledgeDomain,L-0.00,Igbo,2024-09-07 23:31:00,G_logic
"2024}knowledge0..27,0.9,0.",mostly02-094f-41b4-9c16-63819d6a672c,Science:KnowledgeDomain,How,Yoruba,2024-06-04 22:07:00,recorded
discipline,mostly95-93aa-4223-9491-bf8b90e41500,Science:KnowledgeDomain,problem_type,Igbo,2025-05-15 23:48:00,methodology
Improves,mostlyb6-5a26-49ad-9684-870f64c86baf,Science:KnowledgeDomain,Shona,Yoruba,2024-03-26 20:11:00,: 
C ,mostly75-1744-4a51-a2ad-1bd9f05b0f20,Science:KnowledgeDomain,",2 ",Yoruba,2025-09-26 16:15:00,C
: ,mostly6c-d577-4a2c-a9b5-72599cbe5208,Science:KnowledgeDomain,Shona,Yoruba,2024-11-02 00:28:00,}
experimental,mostlyc8-f8c5-4c61-b9d4-50836bfb5aca,Science:KnowledgeDomain,K,Oromo,2024-07-14 20:53:00,experimental_statement
"primary_,0.",mostly2f-0f4e-4ac4-b212-d152763b7817,Science:KnowledgeDomain,{,Amharic,2025-09-30 18:33:00,science
,mostly7e-b157-4977-9853-4d71bf3fa358,Science:KnowledgeDomain,applied_solution: {,Amharic,2024-02-28 22:22:00,problem_statement
",-0.2811_: ",mostly47-876c-4703-add5-83ad71499279,Science:KnowledgeDomain,knowledge ,Amharic,2024-01-12 05:44:00,: 
",symbolic:00_",mostly2a-0ecc-4d83-9a36-2c596210d1ee,Science:KnowledgeDomain,{,Swahili,2024-05-11 12:33:00,description
